id,pubchem_name,pubchem_id,smiles,inchikey,mwt,clogp,pmic
11006647,api-1252;debio 1452,66780180,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,QXTWSUQCXCWEHF-UHFFFAOYSA-N,375.1582915320001,3.6927200000000013,
92538103,,,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)C[C@@H](N)C(=O)N3)oc2ccccc12,AEHIWLAQKTVLCP-QGZVFWFLSA-N,390.1691905640001,2.6299199999999994,
86029193,,,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CC[C@H]([NH3+])C(=O)N3)oc2ccccc12.[Cl-],FCJIJHAQWMWXOH-FERBBOLQSA-N,440.1615183400001,-0.6927799999999977,
