id,smiles,inchikey,mwt,clogp,pubchem_name,pubchem_id,scaffold,tpsa,normalized_inhibition,SMILES,mic_method,full_strain_name,pmic
10147435,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,NJDUWAXIURWWLN-UHFFFAOYSA-N,256.029107208,3.5028000000000024,clorindione,70846.0,O=C1c2ccccc2C(=O)C1c1ccccc1,34.14,0.085755,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,Broth microdilution,Acinetobacter baumannii,
10255340,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,OVSQVDMCBVZWGM-DTGCRPNFSA-N,464.09547607999986,-0.5388999999999995,hyperoside,5281643.0,O=c1c(O[C@H]2CCCCO2)c(-c2ccccc2)oc2ccccc12,210.51,-0.0916055319999999,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Broth microdilution,Acinetobacter baumannii,
10371711,O=C(C[C@@H]1C=C[C@@H](NC(=O)c2cccnc2)[C@@H](CO)O1)NCc1ccncn1,IRXKKCPKACPSJV-GVDBMIGSSA-N,383.1593541520001,-0.007599999999999385,"n-[(2s,3r,6r)-2-(hydroxymethyl)-6-[2-oxo-2-(pyrimidin-4-ylmethylamino)ethyl]-3,6-dihydro-2h-pyran-3-yl]pyridine-3-carboxamide",53382641.0,O=C(C[C@@H]1C=C[C@@H](NC(=O)c2cccnc2)CO1)NCc1ccncn1,126.33,0.107498893,O=C(C[C@@H]1C=C[C@@H](NC(=O)c2cccnc2)[C@@H](CO)O1)NCc1ccncn1,Broth microdilution,Acinetobacter baumannii,
10388881,FC(F)(F)c1ccc(/C=N/c2cc(Cl)cc(Cl)c2)cc1,QUGNBAJYAOSMCW-UHFFFAOYSA-N,316.99858927599996,5.762800000000002,"n-(3,5-dichlorophenyl)-1-[4-(trifluoromethyl)phenyl]methanimine",2741043.0,C(=N/c1ccccc1)\c1ccccc1,12.36,-0.044596187,FC(F)(F)c1ccc(/C=N/c2cc(Cl)cc(Cl)c2)cc1,Broth microdilution,Acinetobacter baumannii,
10483478,COCC#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)C1CCCCC1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,AUDUVEZVXXCJER-YOSAUDMPSA-N,506.2450579359999,2.491800000000002,"n-[[(4r,5s)-2-[(2r)-1-hydroxypropan-2-yl]-8-(3-methoxyprop-1-ynyl)-4-methyl-1,1-dioxo-4,5-dihydro-3h-6,1lambda6,2-benzoxathiazocin-5-yl]methyl]-n-methylcyclohexanecarboxamide",54629569.0,O=C(NC[C@@H]1CCNS(=O)(=O)c2ccccc2O1)C1CCCCC1,96.38,-0.088849438,COCC#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)C1CCCCC1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,Broth microdilution,Acinetobacter baumannii,
10512315,c1cc2c(cc1-c1nn[nH]n1)OCO2,RGZDBHMVHIGDEC-UHFFFAOYSA-N,190.049075432,0.5953999999999996,"5-(1,3-benzodioxol-5-yl)-1h-tetrazole",723232.0,c1cc2c(cc1-c1nn[nH]n1)OCO2,72.92,0.040435683,c1cc2c(cc1-c1nn[nH]n1)OCO2,Broth microdilution,Acinetobacter baumannii,
10561155,CN(C)CCCCCCNC(=O)[C@H]1C[C@H]2C(=O)N3CCC[C@H]3C(=O)N2[C@H]1c1cccc(OCCO)c1,CSHWMBLPUZIUKX-ZJZGAYNASA-N,500.2998703799999,1.5587000000000018,"(3s,5s,6r,9s)-n-[6-(dimethylamino)hexyl]-6-[3-(2-hydroxyethoxy)phenyl]-2,8-dioxo-1,7-diazatricyclo[7.3.0.03,7]dodecane-5-carboxamide",23748532.0,O=C1[C@@H]2CC[C@H](c3ccccc3)N2C(=O)[C@@H]2CCCN12,102.42,0.046705316,CN(C)CCCCCCNC(=O)[C@H]1C[C@H]2C(=O)N3CCC[C@H]3C(=O)N2[C@H]1c1cccc(OCCO)c1,Broth microdilution,Acinetobacter baumannii,
10802016,CN1CCN(C(=O)C[C@@H]2CC[C@@H]3[C@H](COC[C@@H](O)CN3Cc3ccc4c(c3)OCO4)O2)CC1,ATLWFNODZSPTJE-GJPOJAMWSA-N,461.25258583999994,0.6887000000000019,"2-[(3s,6ar,8s,10ar)-1-(1,3-benzodioxol-5-ylmethyl)-3-hydroxy-3,4,6,6a,8,9,10,10a-octahydro-2h-pyrano[2,3-c][1,5]oxazocin-8-yl]-1-(4-methylpiperazin-1-yl)ethanone",54659572.0,O=C(C[C@@H]1CC[C@@H]2[C@H](COCCCN2Cc2ccc3c(c2)OCO3)O1)N1CCNCC1,83.94000000000001,0.044173224,CN1CCN(C(=O)C[C@@H]2CC[C@@H]3[C@H](COC[C@@H](O)CN3Cc3ccc4c(c3)OCO4)O2)CC1,Broth microdilution,Acinetobacter baumannii,
10844740,Nc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+].[Na+],TTWYZDPBDWHJOR-ANEDODFUSA-L,550.9596339579999,-8.885000000000003,"disodium;[[[(2r,3s,4r)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-oxidophosphoryl] hydrogen phosphate",16211020.0,c1ncc2ncn(C3CCCO3)c2n1,284.79,0.0022849999999999,Nc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+].[Na+],Broth microdilution,Acinetobacter baumannii,
10847297,COc1ccc(NC(=O)N[C@@H]2CC[C@@H](CCNC(=O)CN3CCOCC3)O[C@H]2CO)cc1,UKAJTZXDZSPPTQ-ZCNNSNEGSA-N,450.24783480799994,0.5637000000000016,"n-[2-[(2s,5r,6r)-6-(hydroxymethyl)-5-[(4-methoxyphenyl)carbamoylamino]oxan-2-yl]ethyl]-2-morpholin-4-ylacetamide",54641813.0,O=C(CN1CCOCC1)NCC[C@@H]1CC[C@@H](NC(=O)Nc2ccccc2)CO1,121.39,-0.005222456,COc1ccc(NC(=O)N[C@@H]2CC[C@@H](CCNC(=O)CN3CCOCC3)O[C@H]2CO)cc1,Broth microdilution,Acinetobacter baumannii,
