id,inchikey,pubchem_name,pubchem_id,smiles,scaffold,mwt,clogp,tpsa,normalized_inhibition,SMILES,mic_method,full_strain_name
SCB-90672563,PBMSWVPMRUJMPE-UHFFFAOYSA-N,phthalylsulfathiazole,4806.0,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccccc1,403.029662516,2.894400000000001,125.46,0.0937654199999999,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Broth microdilution,Staphylococcus aureus USA300
SCB-93349273,UEBBFDAUYMCGAV-YXHPPAGXSA-N,"2-[(1r,3r,4ar,9as)-1-(hydroxymethyl)-6-[(2-pyridin-4-ylacetyl)amino]-3,4,4a,9a-tetrahydro-1h-pyrano[3,4-b][1]benzofuran-3-yl]-n-(1,3-benzodioxol-5-ylmethyl)acetamide",54646806.0,O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)Cc4ccncc4)ccc3O[C@@H]2[C@@H](CO)O1)NCc1ccc2c(c1)OCO2,O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)Cc4ccncc4)ccc3O[C@@H]2CO1)NCc1ccc2c(c1)OCO2,531.2005502679999,2.6924,128.24,0.2105935749999999,O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)Cc4ccncc4)ccc3O[C@@H]2[C@@H](CO)O1)NCc1ccc2c(c1)OCO2,Broth microdilution,Staphylococcus aureus USA300
SCB-94599937,VZQKOZAJNGTVKC-OJAHFUOMSA-N,"2-[(2r,5s,6s)-6-(hydroxymethyl)-5-[[2-(4-morpholinyl)-1-oxoethyl]amino]-2-oxanyl]-n-[(1s)-1-phenylethyl]acetamide",54639698.0,C[C@H](NC(=O)C[C@H]1CC[C@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)c1ccccc1,O=C(C[C@H]1CC[C@H](NC(=O)CN2CCOCC2)CO1)NCc1ccccc1,419.242021156,0.6108000000000029,100.13,-0.0191155359999999,C[C@H](NC(=O)C[C@H]1CC[C@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)c1ccccc1,Broth microdilution,Staphylococcus aureus USA300
SCB-95610768,VOMUYBKWHUZOKW-ZQLNOWDWSA-N,"1-[[(2r,3s)-5-[(2r)-1-hydroxypropan-2-yl]-3-methyl-10-(naphthalen-1-ylcarbamoylamino)-6-oxo-3,4-dihydro-2h-1,5-benzoxazocin-2-yl]methyl]-1-methyl-3-[4-(trifluoromethyl)phenyl]urea",44495827.0,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(C(F)(F)F)cc2)Oc2c(NC(=O)Nc3cccc4ccccc34)cccc2C1=O,O=C(NC[C@H]1CCNC(=O)c2cccc(NC(=O)Nc3cccc4ccccc34)c2O1)Nc1ccccc1,663.2668539120001,6.886600000000007,123.24,0.389564755,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(C(F)(F)F)cc2)Oc2c(NC(=O)Nc3cccc4ccccc34)cccc2C1=O,Broth microdilution,Staphylococcus aureus USA300
SCB-95836617,DXJUBZMXEIHBEQ-CJHQFYJISA-N,"1-(1,3-benzodioxol-5-yl)-3-[(3s,9r,10r)-12-[(2s)-1-hydroxypropan-2-yl]-9-[[(4-methoxyphenyl)methyl-methylamino]methyl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]urea",44618559.0,COc1ccc(CN(C)C[C@@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc5c(c4)OCO5)cc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1,O=C(Nc1ccc2c(c1)OCO2)Nc1ccc2c(c1)C(=O)NCC[C@H](CNCc1ccccc1)OCCCCCO2,690.36286456,5.995400000000007,131.06,0.008802321,COc1ccc(CN(C)C[C@@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc5c(c4)OCO5)cc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1,Broth microdilution,Staphylococcus aureus USA300
SCB-96024786,KYEITDZJNROELE-UITIVDIESA-N,"n-[[(3s,9r,10s)-12-[(2s)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-16-(4,4,4-trifluorobutanoylamino)-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-9-yl]methyl]-n-methylcyclohexanecarboxamide",44617356.0,C[C@H]1CCCCO[C@@H](CN(C)C(=O)C2CCCCC2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1,O=C1NCC[C@H](CNC(=O)C2CCCCC2)OCCCCCOc2ccccc21,641.36517098,5.801800000000007,108.41000000000004,-0.0666738849999999,C[C@H]1CCCCO[C@@H](CN(C)C(=O)C2CCCCC2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1,Broth microdilution,Staphylococcus aureus USA300
SCB-96320656,ZQAIRSWGSLNDJM-HYFFOGBASA-N,"3-chloro-n-[(2s,3r)-4-[(4-chlorophenyl)sulfonyl-[(2s)-1-hydroxypropan-2-yl]amino]-2-methoxy-3-methylbutyl]-n-methylbenzenesulfonamide",54649319.0,CO[C@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(Cl)cc1,O=S(=O)(NCCCCNS(=O)(=O)c1ccccc1)c1ccccc1,552.0922340400001,3.336700000000002,104.22,0.072920336,CO[C@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(Cl)cc1,Broth microdilution,Staphylococcus aureus USA300
SCB-96539702,SUHQAMSFJCSMJM-UYPAYLBCSA-N,"1-(3,5-dimethyl-4-isoxazolyl)-3-[(2s,3r)-5-[(2r)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-6-oxo-3,4-dihydro-2h-1,5-benzoxazocin-8-yl]urea",54613914.0,Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@@H](CN(C)Cc1ccc(C(F)(F)F)cc1)O2,O=C(Nc1cnoc1)Nc1ccc2c(c1)C(=O)NCC[C@@H](CNCc1ccccc1)O2,603.2668539120001,5.306340000000005,120.17,-0.3542997409999999,Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@@H](CN(C)Cc1ccc(C(F)(F)F)cc1)O2,Broth microdilution,Staphylococcus aureus USA300
SCB-98577839,VFSNCENUEVUVPQ-IIVFFIDGSA-N,,,COc1ccc([Si](C)(C)[C@@H]2[C@@H](CCOC(=O)NCCCCCC(=O)NO)O[C@@]3(C(=O)N(Cc4ccccc4)c4ccc(NC(=O)[C@@H](C)OC(=O)NCCCCCC(=O)NO)cc43)[C@H]2C)cc1,O=C1N(Cc2ccccc2)c2ccccc2[C@@]12C[C@H]([SiH2]c1ccccc1)CO2,932.435148018,5.759100000000005,243.19,0.0427069049999999,COc1ccc([Si](C)(C)[C@@H]2[C@@H](CCOC(=O)NCCCCCC(=O)NO)O[C@@]3(C(=O)N(Cc4ccccc4)c4ccc(NC(=O)[C@@H](C)OC(=O)NCCCCCC(=O)NO)cc43)[C@H]2C)cc1,Broth microdilution,Staphylococcus aureus USA300
SCB-99085500,NPHYJLDMGDCBES-ICNSUHQASA-N,"(3r,3'r,4's,6'r,8's,8'as)-8'-(6,7-dimethoxy-3,4-dihydro-1h-isoquinoline-2-carbonyl)-5-[2-(1-hydroxycycloheptyl)ethynyl]-6'-[2-(2-hydroxyethoxy)phenyl]-3',4'-diphenylspiro[1h-indole-3,7'-4,6,8,8a-tetrahydro-3h-pyrrolo[2,1-c][1,4]oxazine]-1',2-dione",6729610.0,COc1cc2c(cc1OC)CN(C(=O)[C@@H]1[C@H]3C(=O)O[C@H](c4ccccc4)[C@H](c4ccccc4)N3[C@H](c3ccccc3OCCO)[C@@]13C(=O)Nc1ccc(C#CC4(O)CCCCCC4)cc13)CC2,O=C1O[C@H](c2ccccc2)[C@H](c2ccccc2)N2[C@H]1[C@@H](C(=O)N1CCc3ccccc3C1)[C@]1(C(=O)Nc3ccc(C#CC4CCCCCC4)cc31)[C@H]2c1ccccc1,901.39383034,7.36760000000001,147.1,-0.2346279710000001,COc1cc2c(cc1OC)CN(C(=O)[C@@H]1[C@H]3C(=O)O[C@H](c4ccccc4)[C@H](c4ccccc4)N3[C@H](c3ccccc3OCCO)[C@@]13C(=O)Nc1ccc(C#CC4(O)CCCCCC4)cc13)CC2,Broth microdilution,Staphylococcus aureus USA300
