Compound_ID,SMILES,Sau_Mean_10uM,HepG2_Mean_10uM,HSkMC_Mean_10uM,IMR90_Mean_10uM,id
BRD-K31808824,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cccs1)NC(=O)Cn1cnnn1,0.995930198,1.026071343,0.975732308,1.009403433,58499402
BRD-K30438246,COc1ccccc1CNC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(cc32)NC(=O)Cc2ccncc2)[C@@H](CO)O1,0.979661981,1.023899144,0.990366704,0.94416669,58564397
BRD-K25598638,C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc(cc2)C(=O)O)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)F,0.939005216,1.109067117,0.991321436,1.021697691,58661410
BRD-K93710771,CC(=O)ON1C(C)(C)C=C(C(=O)N)C1(C)C,0.952685279,1.049110961,0.977007698,0.987665695,58720820
BRD-K67350500,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)Cc1cn(c2ccccc12)C,1.067802611,0.987718824,1.026003664,0.918511853,58834879
BRD-K18355074,C[C@@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2ccc(cc2)C)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1cccc2ccccc12,1.215529826,0.928149277,0.987020978,0.952034435,58883137
BRD-K27568425,C[C@@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2c(noc2C)C)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccccc1,1.082514833,0.957353726,1.002640124,0.980194559,59011949
BRD-K35181705,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NS(=O)(=O)c1cccs1,0.983989366,0.99723013,1.022690022,0.926821037,59071910
BRD-K31595474,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(c(c1)Cl)Cl)NS(=O)(=O)c1ccc(cc1)F,0.688257534,0.999170118,1.020900832,1.03074631,59196295
BRD-K32043305,COCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(C[C@@H](C)[C@H](CN(C)C2=O)OC)C(=O)Cc1ccccn1,0.933500563,1.053349035,1.030717323,1.103635577,59257008
BRD-K32127727,NC[C@@](O)(c1ccc(cc1)Cl)c1ccc(cc1)-c1cn[nH]c1,0.980897834,0.703120247,0.940730623,0.277658312,59639501
BRD-K80114461,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccc(cc2)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1c(noc1C)C,1.104321599,1.024204274,1.013882977,0.998185901,59687693
BRD-K39771109,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1c(noc1C)C)NS(=O)(=O)C,1.139975584,0.958887772,1.057503949,0.995259939,59757287
BRD-K04865038,CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@@H](C)N(CC2CC2)C[C@@H]1C)NS(=O)(=O)c1cn(cn1)C,0.96409219,0.977992374,1.00728501,1.033959479,59760343
BRD-K98816931,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1Oc2c(cccc2C(=O)N(C[C@H]1C)[C@H](C)CO)NS(=O)(=O)c1ccc(cc1)F,1.12698576,1.01512823,0.991095114,1.027359756,59843660
BRD-K59393708,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)Cc1ccccc1,1.389163909,0.656266532,1.009442573,0.994942417,60079138
BRD-K19683393,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1ccc(cc1)C)NS(=O)(=O)c1ccccc1,0.971244363,1.08288721,0.987003142,1.027846001,60095103
BRD-K93210686,CCCNC(=O)c1cc2c(c(n1)-c1cccc(c1)-c1ccc(cc1)F)[C@@H](CCO)N(C2)[S@](=O)C(C)(C)C,1.109916477,1.040840209,1.002258408,0.986098167,60107711
BRD-K25775236,Nc1nnc([nH]1)SCC(=O)N1CCOCC1,0.946710504,0.949133862,0.981541028,1.058748527,60108261
BRD-A22075226,NCCn1nc(c2nccnc12)[C@H]1CCN(C1)C(=O)c1csc2c1CCCC2,0.884944802,0.901018452,1.012428519,0.96371881,60121650
BRD-K56361460,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1)C#Cc1ccccc1F,1.243120411,0.933766698,0.984462974,1.055859463,60177206
BRD-K46479512,C[C@@H]1CCCCO[C@H](CN(C)C(=O)c2ccccc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1c(noc1C)C,1.079371421,1.026189468,1.002957588,1.030109595,60543608
BRD-K34077535,CC(C)NC(=O)N(C)C[C@@H]1Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)NC(=O)Nc1c(noc1C)C,0.914868358,1.007011905,0.98012402,1.080774145,60548226
BRD-K82971316,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1c(noc1C)C)NC(=O)Cc1ccccc1,1.011674871,0.994193327,1.017153391,0.899343052,60667441
BRD-K55743249,CCS(=O)(=O)Nc1ccc2c(c1)C(=O)N(C)[C@H]1CC[C@@H](CC(=O)NCc3ccccc3F)O[C@H]1CO2,1.042314611,1.046946238,1.022751034,0.954587288,60778988
BRD-K95799249,C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc3c(c2)OCO3)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.601983424,0.070570092,0.078538208,0.115087288,60912630
BRD-K53831637,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccc(cc2)F)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)F,1.01424104,0.843385411,1.011120237,1.021429835,60996455
BRD-K30197592,COc1ccc2[nH]cc(c2c1)CCN,0.904745711,1.033070405,0.976657353,1.027233795,61495506
BRD-A87657546,NC(=O)N1C[C@H](Cn2ccnc2C1)Cn1cncn1,0.992934822,1.062843797,1.017161771,0.973146296,61509006
BRD-K86562490,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1F)C#Cc1ccccc1F,1.379509886,0.904846379,0.949177546,0.955009277,61684122
BRD-K69293991,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc2c(c1)OCO2)NC(=O)Cn1cnnn1,1.09453758,0.983036574,0.976730296,0.988330313,61708879
BRD-K61458197,CC1=CC[C@@H](CC1)C(C)(C)O,0.856858314,0.990531489,0.981334918,1.007553849,62067793
BRD-K33043969,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NC(=O)C1CCCCC1,1.228201469,0.931659497,0.987338879,1.010710478,62302942
BRD-K43652907,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccc3c(c2)OCO3)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,1.159645894,1.011427365,1.023217281,0.986913968,62325077
BRD-K85054891,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)c1ccc2c(c1)OCO2)-c1cccnc1,0.896070011,0.958016673,0.983569134,1.015859349,62426503
BRD-K98297273,CNC(=O)Nc1ccc(cc1)S(=O)(=O)N,0.943456563,1.013774779,1.009017166,1.086225403,62477317
BRD-A90772283,Clc1ccc(cc1Cl)CN1CCC(CC1)C(=O)N[C@@H](c1ccc(cc1)-c1ccccc1)c1cnccn1,1.067499194,0.964976929,1.044395866,0.89190101,62496115
BRD-K80984115,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)C(=O)Nc1c(noc1C)C)NC(=O)Nc1cccc2ccccc12,1.071050663,1.063909363,0.986609586,1.041631928,62750672
BRD-K27002801,CC(C)(C)OC(=O)C[C@H](CC=C)C(=O)OC[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC=C)CC(=O)N(CCO)Cc1ccccc1,1.425709363,0.950476014,1.016960946,0.972415137,62851000
BRD-K37696986,C[C@@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2cccs2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,0.87128265,1.001121591,0.992661506,1.024755815,62910378
BRD-K09046576,O[C@H]1COC[C@@H]2O[C@H](CC[C@H]2N(C1)S(=O)(=O)c1ccccc1)CC(=O)N[C@H]1CCN(C1)Cc1ccccc1,0.911592891,1.002479317,0.990761761,1.039814572,62918614
BRD-K57711799,C[C@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2ccc(cc2)F)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1cn(cn1)C,1.108594451,0.95725315,0.996648873,0.960979632,62969567
BRD-K78505250,C[C@H]1CCCCO[C@@H](CN(C)CC2CCCCC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)CCC(F)(F)F,1.034617336,0.976778137,0.992521138,0.987564038,62994587
BRD-K16428476,C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)S(=O)(=O)c1cccc(c1)C#N,0.851538056,1.033776523,0.999759253,1.009675831,63039117
BRD-K93007301,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2cccs2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.903889757,1.023596079,1.009837892,0.998303911,63372418
BRD-K28309349,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,1.027093969,0.999855155,1.046224875,0.929901132,63984199
BRD-K67399889,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccncc1)NC(=O)c1ccncc1,1.034303597,1.091941259,1.119455969,0.959253764,64039817
BRD-K13856431,C[C@H]1CCCCO[C@@H](CN(C)Cc2ccccc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1cccs1,1.018142876,0.997021226,1.005339146,0.964464916,64217447
ANIRACETAM,COc1ccc(C(=O)N2CCCC2=O)cc1,1.1199,1.002887935,1.011320549,1.095206833,64284963
BRD-K67446966,CC(C)CC#Cc1cnc2c(c1)C(=O)N(C[C@@H](C)[C@H](CN(C)S(=O)(=O)c1cn(cn1)C)O2)[C@H](C)CO,1.068431581,1.027999929,0.983846603,0.989383176,64421620
BRD-K92144998,COc1cccc(c1)NC(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)C#Cc1cccnc1,0.955573314,1.044462439,1.031046329,0.960733848,64610552
BRD-K00852784,COc1ccc(cc1OC)S(=O)(=O)N(C)C[C@@H]1Oc2c(cccc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NC(=O)Nc1cccc2ccccc12,1.049130295,1.013164709,1.00080669,0.998621541,64730755
BRD-K13444943,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)S(=O)(=O)c1cn(cn1)C)C#Cc1ccc(cc1)C(F)(F)F,0.957599251,1.017126894,1.034508662,1.11822763,64788872
FENBENDAZOLE,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,1.28975,0.526796063,1.012651955,0.275486405,64797667
BRD-K86931335,C[C@@H]1CCCCO[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1cn(cn1)C,0.902785691,1.017278045,0.995997715,1.047174513,64801459
BRD-K14376070,COc1ccc(c(c1)OC)[C@H]1C/C=C\C[C@@H](NC(=O)[C@H](CC(=O)N1)c1ccccc1)c1cccc(c1)Cl,0.943256142,0.965338643,0.979823458,0.895494346,64911827
BRD-K20488716,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(=O)O)NS(=O)(=O)C,1.006990725,0.956691871,0.966936674,0.988216031,65323981
BRD-K88033811,C[C@H](O)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)Nc1ccccc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,1.056708964,1.004669286,1.003102943,1.085567343,65363263
BRD-K65605557,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NC(=O)Nc1cccc2ccccc12,1.232282637,1.0217884,0.956932074,1.003649159,65374549
BRD-K94304028,CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)NS(=O)(=O)c1cn(cn1)C,1.090246746,1.109476787,1.025634297,0.940667371,65414604
BRD-K00228584,CC(C)(C)CC(C)(C)c1cc(c(c(c1)-n1nc2ccccc2n1)O)Cc1cc(cc(c1O)-n1nc2ccccc2n1)C(C)(C)CC(C)(C)C,1.011826245,1.005071048,1.00137077,0.983306575,65422950
BRD-K45236845,OCCN1NC=C2C(=O)NC(=S)N=C12,0.897416164,0.975227577,1.028106347,1.062234301,65552496
BRD-K24625260,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccccc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)F,1.360756582,0.986472044,1.007686862,1.005616113,65712962
BRD-K16368909,OCc1ccc(cc1)[C@H]1[C@H](C(=O)NC2CC2)c2ccccc2C(=O)N1Cc1cc(cc(c1)C(F)(F)F)C(F)(F)F,1.40383739,0.956862435,1.003988014,1.075121887,65780785
BRD-K57072885,COc1ccc(cc1)CN(C)C[C@H]1Oc2c(cccc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NC(=O)c1cnccn1,1.071609602,0.963035384,0.990086893,1.008046853,65819614
BRD-K14054014,C[C@H](O)C#Cc1cnc2c(c1)C(=O)N(C[C@@H](C)[C@H](CN(C)C(=O)CN1CCOCC1)O2)[C@H](C)CO,0.836415496,1.038921454,0.984632282,1.083195849,65863717
BRD-K66504560,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccccc1,1.103426287,0.988583287,1.010235951,1.095815344,65912770
BRD-K48849176,OC[C@@H]1O[C@H](C[C@H]2[C@@H]1Oc1ccc(cc12)NC(=O)c1ccc2c(c1)OCO2)CC(=O)NCc1cccnc1,1.004253396,0.978974506,0.988669689,0.993159262,65997132
BRD-A26698666,CC(C)CC[C@@H](O)[C@H]1C[C@@H](CO)OC1=O,1.088282981,0.9969731,1.00382669,1.002278887,66023597
BRD-A62558788,C[C@@H](CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@H]2N=C1/C(=C/1\N=C(/C=C/3\N=C(/C(=C\4/[C@@H](CCC(=O)N)[C@](C)(CC(=O)N)[C@@]2(C)N4[Co+]C#N)C)[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)C(C)(C)[C@@H]1CCC(=O)N)C)OP(=O)(O)O[C@@H]1[C@H](O)[C@@H](O[C@H]1CO)n1cnc2cc(c(cc12)C)C,0.897092499,0.997992319,0.984067716,0.954287006,66099173
BRD-K63036421,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)Cc1cncnc1)-c1ccccc1F,0.899391359,1.060032297,1.035742903,0.985061042,66117962
BRD-K67756909,COc1cccc(c1)NC(=O)N[C@@H]1CC[C@@H](CC(=O)N2CCOCC2)O[C@@H]1CO,0.841335046,0.986407115,1.007971493,0.93606489,66381087
BRD-K93453728,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccc(cc2)C(=O)O)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccccc1,1.126029926,1.022998956,0.977675759,1.006121903,66660268
BRD-K73113470,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)C1CCCCC1)Br,1.084752694,1.016026764,0.990166648,1.061670217,66714832
BRD-K31721655,CNC[C@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NS(=O)(=O)c1cn(cn1)C,1.000553969,0.999814245,0.968492555,1.039094342,66807059
BRD-K80849595,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NS(=O)(=O)C,1.051590697,1.018429998,0.990657012,1.056539665,67011138
BRD-K76976502,O[C@H]1COC[C@@H]2O[C@H](CC[C@H]2N(C1)C(=O)c1cccnc1)CC(=O)NCC1CC1,0.876671037,1.023215549,1.010326963,0.867510991,67062642
BRD-K64783342,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1c(noc1C)C)NC(=O)Cc1cn(c2ccccc12)C,1.10397275,1.076869089,1.00927001,1.012544597,67193494
BRD-K36062294,CN[C@H]1[C@@H](O)[C@H]2O[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2O[C@@H]1O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O,0.901597753,1.01515323,1.002783268,1.037086853,67224159
BRD-K88033714,C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)S(=O)(=O)c1ccc(cc1)C)C#Cc1ccncc1,1.171339362,0.733259762,0.94949342,1.021799135,67492786
DEFERIPRONE,Cc1c(O)c(=O)ccn1C,0.91424,0.998026078,0.994650367,0.691228559,67614997
BRD-K99695686,COc1ccc(cc1)S(=O)(=O)Nc1cccc2c1O[C@H](CN(C)S(=O)(=O)c1ccc(cc1)OC)[C@@H](C)CN([C@@H](C)CO)C2=O,1.07329771,1.032769416,0.984848318,1.06480143,67683753
BRD-K48068841,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NS(=O)(=O)c1ccc(cc1)C,0.911868966,0.346133357,0.94700631,0.98587369,67752978
BRD-K23632899,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@@H](C)[C@@H](CN(C)C(=O)Nc1c(noc1C)C)O2)[C@H](C)CO,0.99381601,0.998918768,1.025558821,1.052113869,67826901
BRD-K19281431,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1c(noc1C)C)NC(=O)Cc1ccccc1,0.976351495,1.007561787,1.009620189,1.08066824,67859053
BRD-K76237504,CC(C)(O)C#Cc1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@H]12)S(=O)(=O)C,0.848800365,0.999238236,0.995744978,0.923664427,67887220
BRD-K74429632,CCS(=O)(=O)Nc1ccc2c(c1)C(=O)N(C)[C@H]1CC[C@@H](CC(=O)N3CCN(C)CC3)O[C@H]1CO2,0.89768082,1.016141598,1.025995551,0.894623272,67918577
BRD-K22324798,C[C@@H]1CN([C@@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@@H]1CN(C)C(=O)N[C@@H](C)c1ccccc1,1.169656076,0.982546326,0.97787434,1.049381974,67931003
BRD-K73159422,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)NS(=O)(=O)c1ccc(cc1)Cl,1.026841032,0.888288477,0.984048884,1.101845264,67969293
BRD-K18564492,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12)NC(=O)Nc1ccc(cc1)F,0.822894054,0.995549771,0.995786666,0.996841767,68003300
BRD-K26593545,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NC(=O)Cc1cn(c2ccccc12)C,1.064836288,0.984198499,1.009431889,0.89750532,68181551
BRD-K23440266,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NS(=O)(=O)c1ccc(cc1)Cl,1.044521373,0.933996063,0.968117318,1.004096638,68207705
BRD-K60323764,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1c(noc1C)C)NS(=O)(=O)c1ccc(cc1)C,1.136686288,0.999413857,0.992802574,0.991738471,68395985
BRD-K43618331,COCC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2cc(ccc2OC[C@@H]1C)NC(=O)Nc1ccccc1)OC,1.013843207,1.023675041,1.040133465,0.933281923,68433851
BRD-K55237592,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2cn(cn2)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)N(C)C,1.11679076,1.007165012,1.00334566,0.968829744,68560454
BRD-K99527382,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)Cc1ccccc1)NC(=O)Nc1cccc2ccccc12,1.022845255,0.911405556,0.996772596,1.011002317,68669174
BRD-K08973992,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,0.772578746,1.012011494,1.02385877,1.094248404,68739483
BRD-K35980996,Nc1cc(ccc1CO)F,0.859112173,1.001550886,0.982848388,1.023069832,69136870
BRD-K65506286,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1)NC(=O)CCCN(C)C,0.878367861,1.01353798,1.015032866,0.940618317,69757793
BRD-K42231184,COc1ccc(cc1)CN(C)C[C@H]1Oc2c(cccc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NS(=O)(=O)c1cn(cn1)C,0.855602228,1.058372432,1.012383735,0.996583576,69919491
BRD-K49556151,COc1cccc(c1)C(=O)Nc1ccc2c(c1)C(=O)N(C)[C@@H]1CC[C@H](CC(=O)NCC3CC3)O[C@@H]1CO2,0.961282663,0.82551438,0.938601578,0.531170059,69967023
BRD-K75008101,C[C@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@H]1CN(C)C(=O)Nc1cccc(c1)Oc1ccccn1,1.110303035,0.970478114,1.043296463,0.911529218,70001205
BRD-K28142210,CC(C)CC#Cc1cnc2c(c1)C(=O)N(C[C@H](C)[C@@H](CN(C)C(=O)c1ccc3c(c1)OCO3)O2)[C@H](C)CO,0.852698802,0.959150752,0.988930548,0.978225099,70078132
BRD-A71230663,C[C@@H](O)CN1C(=CC(=C(C#N)C1=O)C)O,0.916624086,1.031438346,0.974626663,1.03457097,70236771
BRD-K32728930,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)CCCN(C)C,0.905545035,1.013659184,0.974908525,0.959737154,70350374
BRD-K74697635,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccncc1)NS(=O)(=O)c1cn(cn1)C,0.901531462,1.000086389,1.018069581,1.014617263,70399047
BRD-K43100955,COc1cccc(c1)S(=O)(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)C#CCC(C)C,1.208684007,0.873788719,0.987226071,1.07845597,70468318
BRD-K61859627,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)CC1CCCCC1)O2)[C@@H](C)CO,1.010801927,1.054064456,1.039563599,1.042061563,70487345
BRD-K15793745,COc1cccc(c1)S(=O)(=O)N1C[C@H](O)COC[C@@H]2O[C@H](CC[C@H]21)CC(=O)N1CCN(CC1)c1ccccc1,1.201947224,0.986786485,1.000380615,1.037167468,70523403
BRD-K36740579,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1c(noc1C)C)NC(=O)C1CC1,0.876615008,1.023529031,0.992926031,1.037383469,70559009
BRD-K12377225,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NC(=O)CCCCCC(=O)Nc1ccccc1N,1.361123129,1.001881259,1.017599234,0.981608246,70563842
BRD-K73873069,C[C@H]1CCCCO[C@@H](CN(C)C(=O)C2CCCCC2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,1.095883434,0.972777155,1.040728738,1.068289598,70688744
BRD-K13970632,C[C@@H]1CCCCO[C@H](CN(C)C(=O)NC2CCCCC2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccncc1,1.068448369,0.989644037,1.013632883,0.97363577,70799582
BRD-K30849882,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccc(cc2)F)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)C1CCCCCC1,1.301873152,1.025471892,0.975292117,1.09610511,71061330
BRD-A68958758,COc1ccc(cc1)N(CC=C)C(=O)[C@H]1N(C(=O)[C@H]2[C@@H]([C@H]3O[C@]21C=C3)C(=O)O)c1c(cccc1CO)Cl,0.957868317,0.943511194,0.991530946,0.971526524,71063609
BRD-K32886072,C/C=C/c1ccc(cc1)[C@@H]1[C@H](CO)N(C21CN(C2)C(=O)C1CCOCC1)S(=O)(=O)Cc1ccccc1,0.933211742,1.035922804,1.034896801,1.072725857,71075604
BRD-K55555879,CO[C@@H]1CN(C)C(=O)c2cc(ccc2OC[C@@H](C)N(C[C@@H]1C)C(=O)C1CCCCC1)NS(=O)(=O)C,1.038703279,1.00174058,0.999373041,1.00447273,71224386
BRD-K25065381,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)CC1CCCCC1)NC(=O)Nc1ccc(cc1)F,0.988508588,1.002296658,1.022544106,1.074153923,71504040
BRD-A51775229,OC[C@H]1O[C@@H](O[C@@H](C#N)c2ccc(cc2)O)[C@H](O)[C@@H](O)[C@@H]1O,0.902862101,1.102691576,0.972613557,1.007681615,71583322
BRD-A15234886,C[C@@H](SC(=S)N1CCOCC1)C(=O)O,0.999566098,1.080984687,0.995255096,0.98069711,71603871
BRD-K54669682,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)S(=O)(=O)c1ccc(cc1)C)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.777207719,0.996962218,0.985746906,0.989372483,71635126
