Name,SMILES,Mean,id
BRD-K68594563,CCCC1CCC(c2ccc(OC(=O)c3ccco3)cc2)CC1,1.210493794,17798575
BUDESONIDE,CCCC1O[C@@H]2CC3C4CCC5=CC(=O)C=CC5(C)C4[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,1.02443,17817607
BRD-K31787077,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1ccccc1OC)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,0.997381501,17913418
BRD-K51202492,COCC#Cc1cnc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)C(=O)Nc1cc(F)ccc1F)O2,1.043884108,18053165
BRD-K98185425,NS(=O)(=O)c1ccc(NC(=O)CN2CCN(C(=O)c3ccccc3)CC2)cc1,1.146150031,18068053
BRD-K91636771,NNC(=O)c1cccc(C(=O)NO)c1,0.820977634,18177065
BRD-K35662788,O=C(C[C@@H]1C=C[C@@H](NC(=O)c2ccc3c(c2)OCO3)[C@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1,1.066917416,18215543
METHYLXANTHOXYLIN,COc1cc(OC)c(C(C)=O)c(O)c1C,1.2372,18367436
BRD-K85686863,NCCCc1nc2c(s1)CCCC2,0.988913281,18387947
BRD-K04991559,CNc1[nH]cnc(=S)c1N,0.882849629,18437934
DIBENZOTHIOPHENE,c1ccc2c(c1)sc1ccccc12,1.35355,18483651
BRD-K30781623,O=C(C[C@@H]1CC=CC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)OC[C@@H](Cc2c[nH]c3ccccc23)NC1=O)N[C@@H](CO)Cc1ccccc1,0.961966758,18618241
BRD-K74115509,CC(=O)OCCn1c(=O)[nH]c(=O)c2nsnc21,0.907503231,18743074
TETRAHYDROCORTISONE-21-ACETATE,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3C(=O)C[C@@]21C,1.010505,18781602
BRD-K34458985,CSc1cc(-c2ccc(Cl)cc2)nc(-c2cccs2)c1,1.165641543,18804820
DICHLORODIPHENYLTRICHLOROETHANE,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,1.3386,18929888
BRD-K98207907,CCOC(=O)CNC(=O)c1cc(C)on1,1.110694382,19141108
BRD-K69178842,O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)Nc2cc(Cl)cc(Cl)c2)O1)N1CCOCC1,1.096034514,19233795
BRD-A58707671,COc1ccc([C@@H]([C@H](Cc2ccccc2)OC(C)=O)N2C[C@@H](CC(=O)N(C)C)[C@@H]3C(=NO[C@H]3c3ccccc3)[C@@H]2Cc2ccccc2)cc1,1.146431549,19310668
BRD-K93433156,CCO[C@@H]1OC(C(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)=C[C@H](c2ccc3c(c2)OCO3)[C@H]1CCCO,0.812591378,19407139
BRD-K13274470,O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)C2CC2)O1)NCc1ccncc1,0.855036432,19672769
BRD-A03898562,C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@H]5OC=C[C@]45O)[C@@H]4[C@@](O)(C(=O)OC)OC[C@@]14[C@@H]32,0.99633078,19904358
BRD-K09880540,COc1ccc(COC[C@]23NC(=S)N[C@H](c4ccccc4O2)[C@H]3COC(=O)NCCCCCC(=O)NO)cc1,0.961323497,19954890
BRD-A32619123,COc1ccc(S(=O)(=O)N2CCO[C@@H]2CNC(=O)C(=O)NCc2ccncc2)cc1,1.013910336,20320435
BRD-K64931368,NCCCCCC(=O)O,0.865781168,20440471
SULFINPYRAZONE,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0.963335,20506405
BRD-K86845618,CCC(=O)N[C@H]1CC[C@@H](CC(=O)OC)O[C@@H]1CO,1.069659847,20516231
BRD-K21337657,NCC1(c2c(F)cc(F)cc2F)CC1,1.000640866,20586360
ACIPIMOX,Cc1cnc(C(=O)O)c[n+]1[O-],0.93823,20609180
BRD-K45542189,CCN(CC)C(=O)N1CCN(C)CC1,1.021762999,20623291
ZALCITABINE,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,0.93434,20635414
DEOXYCHOLIC ACID,CC(CCC(=O)O)[C@H]1CCC2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3C[C@H](O)[C@@]21C,1.039325,20891235
BENZYL ISOTHIOCYANATE,S=C=NCc1ccccc1,0.76524,20961843
BRD-K62100732,Cc1[nH]c(=S)c(C#N)c(C)c1Cc1ccc(Cl)cc1Cl,1.08606626,21009387
CYCLOPAMINE,CC1=C2CC3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0.939555,21009469
BRD-K66642596,Cc1csc2sc(C(=O)Oc3ccc(Cl)cc3)c(C)c12,0.978366283,21104351
BRD-K35560035,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(Br)cnc2O[C@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,1.084166347,21131629
BRD-K49431998,O=C(N[C@H]1C=C[C@H](CC(=O)N2CCOCC2)O[C@@H]1CO)c1ccccn1,1.009830966,21257705
FUSIDIC ACID,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)C3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(/CCC=C(C)C)C(=O)O,0.535155,21483431
MEGLUMINE,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.98251,21531110
BRD-K92314879,COC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2S(=O)(=O)c2ccccc2C)O1,1.058659941,21695547
BRD-A44108104,C[C@@H]1O[C@H](O[C@@H]2[C@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)O[C@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,1.024097574,21737374
BRD-K95048194,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@@H](C)N(C(=O)Cc2ccccn2)C[C@@H]1C,1.02530029,21906635
OXYMATRINE,O=C1CCC[C@H]2[C@@H]3CCC[N+]4([O-])CCC[C@H](CN12)[C@H]34,0.881165,22359460
BRD-A65882313,Cc1nc(C2C(=N)N([C@H]3CS(=O)(=O)C[C@@H]3O)CC2=O)sc1C,0.916430302,22711053
BRD-K94877553,O=C(O)/C=C/C(=O)NCc1ccccc1,1.172599455,23020741
BRD-K05446261,O=C(O)c1cnc(N2CCCC2)nc1,0.972075522,23214687
CYCLOVERATRYLENE,COc1cc2c(cc1OC)Cc1cc(OC)c(OC)cc1Cc1cc(OC)c(OC)cc1C2,0.97378,23341536
BRD-K94726713,Cc1noc(C)c1NC(=O)N[C@H]1C=C[C@@H](CC(=O)NCCCN(C)C)O[C@H]1CO,0.968356563,23410092
LEVOCARNITINE,C[N+](C)(C)C[C@H](O)CC(=O)[O-],1.00228,23789084
BRD-A11731480,NC(=O)N1C(=O)[C@H]2[C@H](C1=O)[C@@H]1C(c3ccc(CO)cc3)=C[C@H]2N(Cc2cc3c(cc2Br)OCO3)[C@@H]1C1CC1,1.007675258,23929564
BRD-K71971817,NCCNC(=O)c1nc(-c2ccc(Br)o2)no1,1.017579408,23968336
BRD-K30917364,COc1cccc(-c2ccc3c(c2)O[C@H](CN(C)C(=O)C2CCC2)[C@H](C)CN([C@H](C)CO)S3(=O)=O)c1,0.73626813,24005200
ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.976655,24031907
BRD-K87276639,COCC#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1ccccc1F)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,1.077594228,24076486
BRD-K44891661,Cc1ccc(CNS(=O)(=O)N(C)C)cc1,0.912210881,24094185
BRD-K64404108,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccc3c(c2)OCO3)Oc2cc(-c3cncnc3)ccc2S1(=O)=O,0.997323807,24404410
BRD-K22999390,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3(O)CCCC3)cc2O[C@@H]1CN(C)C(=O)Cc1cccnc1,1.115392151,24425884
BRD-K81941819,Cc1ccccc1S(=O)(=O)N1C[C@H](O)COC[C@H]2O[C@H](CC(=O)N3CCC(Cc4ccccc4)CC3)CC[C@@H]21,0.835060105,24454071
CYCLIZINE,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.90252,24471819
BRD-K67694126,O=C(C[C@H]1CC[C@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NCc1cccc(F)c1,0.992305812,24486123
BRD-A85860691,CN1C(=O)[C@@]23C[C@]4([C@@]56C[C@]78SS[C@](CO)(C(=O)N7[C@@H]5Nc5ccccc56)N(C)C8=O)c5ccccc5N[C@H]4N2C(=O)[C@@]1(CO)SS3,0.334829517,24604067
CASANTHRANOL [cascaroside A shown],O=C1c2c(O)cc(CO)cc2[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c21,0.93001,24604858
BRD-K45832406,O=C1O[C@@H](c2ccccc2)[C@@H](c2ccccc2)N2[C@@H](c3ccc(O)cc3)[C@]3(C(=O)Nc4ccccc43)[C@@H](C(=O)NC[C@H](O)c3ccccc3)[C@H]12,0.963296153,24699476
BRD-A36596439,NC[C@H](c1ccco1)N1CCc2ccccc2C1,0.891449285,24803856
BRD-K44004565,COCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(Cc1ccccc1F)C[C@H](C)[C@@H](OC)CN(C)C2=O,1.042352296,24819093
BRD-K86547467,CN1CCN(C(=O)C[C@@H]2CC[C@H]3[C@@H](COC[C@@H](O)CN3C(=O)Nc3cc(Cl)cc(Cl)c3)O2)CC1,0.807037714,24850761
BRD-A85137183,C/C=C\C1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@@H](N)c3ccc(O)cc3)[C@@H]2SC1,0.899837721,25017774
BENZOIC ACID,O=C(O)c1ccccc1,0.96641,25058997
BRD-K76980120,C=CC(=O)NC(C)(C)CCN1CCOCC1,1.132442215,25371601
BRD-K84349953,CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2OC[C@H](C)N(C(=O)Nc2c(C)noc2C)C[C@@H]1C,0.812290459,25480735
"EPHEDRINE (1R,2S) HYDROCHLORIDE",CN[C@@H](C)[C@H](O)c1ccccc1.Cl,0.968125,25680203
BRD-K33483665,CN(C)CC(=O)N[C@H]1CC[C@@H](CCn2cc(CN(C)C)nn2)O[C@@H]1CO,0.963327609,25685023
BRD-K54675212,[N-]=[N+]=NCc1ccccc1C[C@]1(C(=O)NCc2ccccc2)N=C(c2ccc(OCCCO)cc2)O[C@H]1c1ccccc1N=[N+]=[N-],1.041761788,25713653
OFLOXACIN,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.1544,25772369
BRD-A83230984,NNC(=O)C1[C@H]2CCCC[C@@H]12,0.887117779,25799472
CARBIMAZOLE,CCOC(=O)n1ccn(C)c1=S,1.12495,25890910
CLINDAMYCIN PALMITATE HYDROCHLORIDE,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)C([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC.Cl,0.82833,25959006
BRD-K47912611,C=CC[C@@H](CC(=O)N(CCO)Cc1ccccc1)C(=O)N[C@H](COC(=O)[C@H](CC=C)NC(=O)OCC1c2ccccc2-c2ccccc21)C(C)(C)C,0.775227082,26163892
BRD-K63369802,C[C@H](N)C(=O)N1CCc2ccccc2C1,1.06157023,26226154
AMINOSALICYLATE SODIUM,Nc1ccc(C(=O)[O-])c(O)c1.[Na+],0.926415,26292191
BRD-K47206496,COc1ccc(COC[C@]23N=C4SCc5ccccc5CN4[C@H](c4ccccc4O2)[C@H]3COC(=O)NCCCCCC(=O)NO)cc1,0.889819504,26384523
BRD-K87324699,CO[C@H]1O[C@H](COC(=O)NCCCCCC(=O)NO)[C@H](OC(=O)Nc2ccccc2)[C@H](OC(=O)Nc2ccccc2)[C@H]1OC(=O)Nc1ccccc1,1.081749149,26384924
BRD-K47426806,CO[C@H](CCO)[C@H](O)c1ccc(O)c(F)c1,1.03607223,26410124
BRD-K18245465,O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccccc2F)O1)N1CCN(c2ccccc2)CC1,0.931725035,26424545
BRD-K29920226,O=C(C[C@H]1C=C[C@H](NC(=O)CN2CCOCC2)[C@H](CO)O1)NCCc1ccncc1,1.153236129,26617984
BRD-K32831741,CCOC(=O)OC[C@@H]1[C@@H]2NC(=O)N(C)[C@@]1(COC(=O)NCCCCCC(=O)NO)Oc1ccccc12,0.98115401,26995214
BRD-K34546188,CS(=O)(=O)N1CCc2ccc(N)cc2C1,1.016019953,27108269
BRD-K15217198,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3ccccc3F)cc2O[C@@H]1CN(C)S(C)(=O)=O,0.982824921,27208895
BRD-K60932633,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@H](C)N(C(=O)Cc2ccccn2)C[C@@H]1C,0.998111787,27281548
NIMUSTINE HYDROCHLORIDE,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1.Cl,1.00189,27394533
BRD-K30594474,Cn1c(N)c(C(=O)c2ccco2)c(=O)n(C)c1=O,1.012906555,27439420
BRD-K13318275,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2O[C@H](C)CCCCO[C@H]1CN(C)Cc1ccc2c(c1)OCO2,1.056217359,27697380
BRD-A08081970,O=C(O)[C@H]1CCS(=O)(=O)C1,1.125041803,27780371
BRD-K95965191,COCC(=O)N(C)C[C@H]1Oc2cc(C#CCN(C)C)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@@H]1C,1.013217693,27802654
NIZATIDINE,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,0.955655,27804427
BRD-K49191121,COCCc1nc2c(c(=O)n(C)c(=O)n2C)n1C,0.940856553,28000024
BRD-K48194564,O=C(NO)c1cccc(C(=O)N/N=C/[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)c1,1.115647871,28075976
BRD-K67339678,CSc1nc(C)cc(OCCO)n1,0.987755761,28100011
BRD-K72950013,O=C(C[C@@H]1C/C=C/C[C@H](Cc2ccccc2)C(=O)N[C@H](c2ccccc2)COC1=O)NCc1ccc(Cl)cc1,0.892106501,28109355
BRD-K47030430,C(=N/c1nnc2nc[nH]n12)\c1ccco1,1.167849612,28164693
BRD-K76892938,CC(C)CC#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cnccn1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,0.966697042,28190079
BRD-K37258290,NCC[C@@H]1CC[C@H](NC(=O)C2CC2)[C@@H](CO)O1,1.085230693,28340453
BRD-K65899067,Cc1sc(/N=C/c2ccc(Cl)c(Cl)c2)c(C#N)c1C,0.924890055,28413367
BRD-K82169028,COC(=O)CCCCC(=O)c1[nH]c(=O)[nH]c1C,0.948490013,28424662
BRD-K11187931,CCCCC(=O)C1CCC(c2ccc(Cl)cc2)CC1,0.77238688,28474634
ARTENIMOL,C[C@@H]1CC[C@H]2[C@@H](C)C(O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,0.877905,28589579
ABIRATERONE,C[C@]12CCC3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)C1CC=C2c1cccnc1,1.0402,28740771
BRD-K67084725,C=C(C)CNc1nc(-c2ccccc2)c(-c2ccccc2)s1,1.279834775,29115538
DEMECLOCYCLINE HYDROCHLORIDE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl,0.166695,29460056
BENZOXIQUINE,O=C(Oc1cccc2cccnc12)c1ccccc1,0.735295,29464365
HAEMATOPORPHYRIN,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C(C)O)C(C)=C4C(C)O)c(C)c3CCC(=O)O,1.03788,29653259
BRD-K16724320,Cc1c(/C=N/c2ccc(C(C)C)cc2)sc2ccccc12,1.000254797,29665433
BRD-K48819369,Cn1nnc2cc(NC(=O)NCCO)ccc21,0.906308489,29708918
TRIENTINE HYDROCHLORIDE,Cl.Cl.NCCNCCNCCN,1.0849,29759321
BRD-K72135511,c1ccc(N2CCNCC2)nc1,0.989379039,29801574
BRD-K76963892,[N-]=[N+]=N,1.086730294,29987765
BRD-A77238106,O=C(NCCCN1CCOCC1)[C@H]1[C@@H]2C=C[C@@]3(CN(Cc4cccs4)C(=O)[C@@H]13)O2,1.183718771,30086059
BRD-A22687923,O=C1C[C@@H]2C(=O)NCCN2C(NC(=O)c2ccccc2)=N1,1.131142647,30091970
BRD-K11207029,O=C(C[C@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccccc1F,1.075041795,30097070
BRD-K21885970,Cc1occc1C(=O)NNC(=O)C1CC1,0.887001058,30292045
BRD-K24351790,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccc(F)cc3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,0.903390326,30474634
ALTRENOGEST,C=CC[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,0.902395,30481200
BRD-A05321950,Fc1ccccc1[C@H]1Nc2ccc3ccccc3c2[C@H]2C=CC[C@@H]21,1.210626937,30585234
FELBINAC,O=C(O)Cc1ccc(-c2ccccc2)cc1,0.924335,30718252
BRD-K75549340,C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3cccc(F)c3)cc2O[C@H]1CN(C)C(=O)CN1CCOCC1,1.040331248,30719937
BRD-K73471979,CC(=O)NCCOCCOCC(=O)N[C@@H]1C/C=C/CCC(=O)N[C@H](c2ccccc2)COC1=O,1.000637696,30796022
BRD-K24685420,Cn1c(=O)c2c(NCCO)ccnc2n(C)c1=O,0.907901301,30798741
BRD-K94157612,CCCC#Cc1ccc2c(c1)O[C@H](CN(C)Cc1ccc3c(c1)OCO3)[C@H](C)CN([C@H](C)CO)S2(=O)=O,0.893944298,30862643
BRD-K86062480,O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)Nc2cccc(F)c2)O1)NCc1ccccc1Cl,0.94521271,30866539
"3,4-DEHYDRO-1,2-DIHYDRO-3-DESOXO-GEDUNIN",CC(=O)O[C@@H]1CC2C(C)(C)C=CC[C@]2(C)C2CC[C@@]3(C)C(c4ccoc4)OC(=O)[C@H]4O[C@]43[C@@]21C,0.981655,30962989
BRD-K30813859,[N-]=[N+]=NCc1ccccc1C[C@@]1(C(=O)N2CCCCC2)N=C(c2ccc(OCCCO)cc2)O[C@@H]1c1ccccc1,1.13636971,30984308
BRD-K28110027,COc1ccc([Si](C)(C)[C@H]2[C@H](CCO)O[C@@]3(C(=O)N(Cc4ccccc4)c4ccc(N5C(=O)c6cccc7cccc5c67)cc43)[C@@H]2C)cc1,1.382764377,31119455
BRD-K70379342,O=C(C[C@H]1CC[C@@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NCCc1ccncc1,1.04029449,31198768
GARDENIN B,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1,1.00291,31241979
PARAMETHADIONE,CCC1(C)OC(=O)N(C)C1=O,0.995135,31252634
BRD-K12931872,Cc1ccc2c(CCN)c(C)n(C)c2c1,0.997139561,31375191
VALETHAMATE BROMIDE,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],1.4435,31475358
BRD-A57900429,CN1CCc2cc3c(cc2[C@@H]1O)OCO3,1.137844667,31479298
BRD-K24676583,C#CCn1c(=O)c2c(OC)ccnc2n(C)c1=O,1.138905289,31490328
CANAVANINE,N=C(N)NOCC[C@H](N)C(=O)O,0.86354,31547746
BRD-K45619323,O=C(O)CCc1nnc2ccc(Cl)nn12,1.013755151,31809885
"1,3-DIDEACETYL-7-DEACETOXY-7-OXOKHIVORIN",CC1(C)C2CC(=O)[C@]3(C)C(CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C5OC543)[C@@]2(C)[C@@H](O)C[C@H]1O,1.2117,31923661
TOLONIUM CHLORIDE,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N.[Cl-],1.56985,31985703
CONESSINE,C[C@H]1[C@H]2CCC3C4CC=C5C[C@@H](N(C)C)CC[C@]5(C)C4CC[C@@]32CN1C,1.17575,32047142
BRD-K38817857,Cc1c(C(=O)O)sc2[nH]cnc(=O)c12,0.911727533,32109469
BRD-K25787668,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CCN(C)C)cc2O[C@@H]1CN(C)Cc1ccc(F)cc1,0.691573411,32138645
ENOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0.1547,32352002
TRIAMCINOLONE ACETONIDE,CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.974225,32411606
BRD-K52116013,CC(C)CNC(=O)[C@@]1(C)c2ccccc2C(=O)N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1c1ccc(CO)cc1,0.870687024,32445493
BRD-K67176152,Cc1noc(C)c1NC(=O)N[C@H]1C=C[C@H](CC(=O)N2CCN(C)CC2)O[C@@H]1CO,1.051708435,32661360
HYPOXANTHINE,O=c1[nH]cnc2nc[nH]c12,0.92367,32743004
"QUERCETIN 5,7,3',4'-TETRAMETHYL ETHER",COc1cc(OC)c2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,0.92144,32753893
BRD-K59087739,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3F)ccc2OC[C@@H](C)N(Cc2ccccc2C(=O)O)C[C@@H]1C,0.987005646,32797506
BRD-K56769920,O=C(CCCCCCC(=O)Nc1ccccc1O)N/N=C/[C@H](O)[C@@H](O)[C@H](O)CO,1.145549081,32891349
BRD-K16537936,CN(C)CC(=O)N[C@H]1CC[C@@H](CCNS(=O)(=O)c2ccccc2)O[C@@H]1CO,0.983135915,32896892
BRD-K47460333,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3F)ccc2OC[C@@H](C)N(Cc2ccccc2C(=O)O)C[C@H]1C,0.993093731,33219685
BRD-K95571983,O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)NC4CCCC4)ccc3O[C@@H]2[C@@H](CO)O1)NCc1ccc2c(c1)OCO2,0.889038972,33267681
BRD-K60923938,COc1ccc(C(=O)O[C@H]2CC[C@@]3(C)[C@@H]4CC[C@@H]5[C@@]3(C[C@@]3(O)[C@@H]6CN7C[C@@H](C)CC[C@H]7[C@@](C)(O)[C@@]6(O)[C@@H](O)C[C@@]53O)O[C@]24O)cc1OC,0.964427217,33623774
BUTYLATED HYDROXYANISOLE,COc1ccc(O)c(C(C)(C)C)c1,1.06735,33658934
BRD-K85971518,Cc1noc(C)c1NC(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(C)CC2)O[C@@H]1CO,0.942829828,33865640
DARIFENACIN HYDROBROMIDE,Br.NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,0.979215,33905076
HETEROPEUCENIN METHYL ETHER,COc1cc(O)c2c(=O)cc(C)oc2c1CC=C(C)C,0.857265,34013605
BRD-K92558285,Cc1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1,1.024207575,34019501
BRD-K23230922,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1O,1.111725075,34027100
BRD-A22875291,NC1=N[C@H]2CS(=O)(=O)C[C@@H]2S1,0.981681234,34066468
BRD-K16705729,COc1ccccc1CNC(=O)C[C@H]1C[C@@H]2c3cc(NC(=O)NC4CCCC4)ccc3O[C@@H]2[C@@H](CO)O1,0.951141695,34083109
METACETAMOL,CC(=O)Nc1cccc(O)c1,0.868375,34096931
MOROXYDINE HYDROCHLORIDE,Cl.N=C(N)NC(=N)N1CCOCC1,1.12955,34214709
BRD-K64894320,O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccccc2F)O1)N1CCN(c2ccccc2)CC1,1.059829428,34235917
BRD-K62306043,O=C(C[C@H]1CC[C@H](NS(=O)(=O)c2ccccc2F)[C@@H](CO)O1)NCCCN1CCOCC1,1.055886647,34380273
ACEFYLLINE,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,1.020025,34564053
BRD-K89234646,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)c2c(n1)CCS(=O)(=O)C2,1.128655352,34576212
BRD-K12218932,COC(=O)CCCCCCC(=O)N/N=C/[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O,1.119225101,34686585
BRD-A56126459,COc1ccc([C@H]([C@H](Cc2ccccc2)OC(C)=O)N(C/C=C/[C@@H](OC(C)=O)c2ccccc2)[C@@H](Cc2ccccc2)C(OC)OC)cc1,1.267577295,34712632
KAEMPFEROL,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.95845,34735380
BRD-K77792344,NCC[C@H]1CC[C@@H](NC(=O)C2CC2)[C@@H](CO)O1,1.014009366,34777632
CISPLATIN,Cl[Pt]Cl.N.N,0.90445,35185338
HYDROQUINONE,Oc1ccc(O)cc1,0.91816,35214314
DIPYROCETYL,CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,1.066125,35385801
BRD-K98826935,O=C(NCCO)c1cc2ccccc2oc1=O,0.908501407,35388968
BRD-K85678979,COc1ccc(S(=O)(=O)N2C[C@@H](O)COC[C@@H]3O[C@H](CC(=O)NCCN4CCCCC4)CC[C@H]32)cc1,0.857770296,35483746
EPICATECHIN,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,1.05775,35486010
ALBUTEROL,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0.97101,35916771
BRD-K91061807,O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)Nc4ccc(C(F)(F)F)cc4)ccc3O[C@@H]2[C@@H](CO)O1)NC1CCCCC1,1.155987642,35975370
BRD-K41273972,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CCN(C)C)cc2O[C@@H]1CN(C)C,0.917115463,36000406
