Name,SMILES,Mean,id
BRD-K32885857,COC(=O)c1c2oc(c1C(=O)OC)C(=O)N[C@H](Cc1ccccc1)Cn1cc(nn1)[C@H](Cc1ccccc1)NC(=O)N[C@@H](COC(=O)NCCCCCC(=O)NO)CCc1oc(c(C(=O)OC)c1C(=O)OC)C(=O)N[C@H](Cc1ccccc1)Cn1cc(nn1)[C@H](Cc1ccccc1)NC(=O)N[C@@H](COC(=O)NCCCCCC(=O)NO)CC2,1.001650059,36002192
BRD-K36849234,COc1nc(=NC(=O)NS(=O)(=O)Nc2cccc3cccnc23)nc(OC)[nH]1,0.935641509,36187652
SALICYLANILIDE,O=C(Nc1ccccc1)c1ccccc1O,0.162705,36222229
VALSARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,1.06635,36513507
BRD-K26202052,CCC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@@H](OC)[C@@H](C)CN(C(=O)CN1CCOCC1)[C@H](C)CO2,1.022449087,36515720
BRD-K45796009,CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2OC[C@H](C)N(Cc2cccc(F)c2)C[C@@H]1C,0.861025404,36714122
BRD-K67361080,CN(C)Cc1nc(=O)c2ccccc2[nH]1,0.879629058,37007919
LUPININE,OC[C@@H]1CCCN2CCCC[C@H]12,0.987405,37029870
BRD-K37368082,CC(=O)n1cc([C@@H]2C=C(C(=O)NCc3ccccc3)O[C@H](OCc3ccc(CO)cc3)C2)c2ccccc21,0.993032026,37306622
BRD-K94271937,O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)c2ccccc2F)O1)N1CCN(c2ccccc2)CC1,0.780444049,37361662
DOXORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1C[C@H](N)[C@H](O)[C@H](C)O1,0.969735,37520383
BRD-K71814739,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(-c3ccc(C(=O)N(C)C)cc3)cnc2O[C@H]1CN(C)C(=O)c1cccnc1,1.081642328,37594305
BRD-A43076080,C[C@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@H]2O1,1.082159702,37670643
BRD-K99117621,COCCNCCn1cnc2c1c(=O)[nH]c(=O)n2C,1.181077771,37687048
BRD-K90600731,CN1C(=O)c2cc(NC(=O)c3cscn3)ccc2OC[C@@H]2O[C@H](CC(=O)N3CCOCC3)CC[C@@H]21,1.04497022,37693545
BRD-K93983903,Cc1ccc(Nc2nc(-c3ccc(C)cc3)c(C)s2)cc1,0.998999874,37701149
BRD-K01197265,Cc1ccc(-c2cnc3c(c2)C(=O)N([C@H](C)CO)C[C@@H](C)[C@@H](CN(C)C(=O)Cc2cccnc2)O3)cc1,1.141286359,37708926
NITROFURAZONE,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0.467415,37720163
BRD-K90375190,O=C(N1CCOCC1)[C@@]1(CCS(=O)(=O)c2ccccc2)N=C(c2ccc(OCCCO)cc2)O[C@H]1c1ccccc1,0.752507382,37768283
BRD-K81587840,CC(=O)N/C=C1\C(=O)N(C)C(=O)C(C#N)=C1C,1.052759129,37784540
BRD-K87361629,COC(=O)c1ccccc1N(C)S(C)(=O)=O,0.904544745,37976685
4-METHOXYCHALCONE,COc1ccc(/C=C/C(=O)c2ccccc2)cc1,0.89147,37995730
BRD-K05856152,O=C(/C=C/c1cccc(-c2cn(CC(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)nn2)c1)NO,0.886502583,38059773
BRD-K85411847,C=CCOC(=O)[C@@H]1[C@H]2C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N2[C@H](c2ccc(OCCOC(=O)[C@H]3C[C@H]4C(=O)NCC(=O)N4[C@H]3c3cccc(OCCO)c3)cc2)[C@@]12C(=O)Nc1ccc(I)cc12,1.125180084,38067973
BRD-K21268714,CN(CC(=O)Nc1ccc(F)cc1F)S(=O)(=O)c1ccc2c(c1)c(=O)n(C)c(=O)n2C,0.928325079,38209926
BRD-K45490545,Cc1ccc(S(=O)(=O)c2c[nH]c(=O)[nH]2)cc1,0.946660615,38386497
BRD-K64599568,Nc1ncnc2c1ncn2CCN1CCOCC1,1.048963572,38419385
BRD-K44143521,CCCNC(=O)[C@@]1(Sc2ccc(C)cc2)CC(=O)N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1c1ccc(CO)cc1I,1.103659993,38471779
BRD-K95193632,C[C@H](O)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)Nc1ccccc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,1.08058446,38828464
BRD-K08760804,Cc1nn(C)cc1NC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)C4CCOCC4)cc3C(=O)N2C)O1,0.91109814,38864507
BRD-K87278956,O=C(C[C@H]1C=C[C@@H](NC(=O)c2ccncc2)[C@H](CO)O1)NCc1ccncn1,1.219521212,39193678
BRD-K21629388,O=C(C[C@H]1C[C@H]2c3cc(NC(=O)Nc4ccc(C(F)(F)F)cc4)ccc3O[C@H]2[C@@H](CO)O1)NCc1ccc(Cl)cc1,0.776934166,39477975
BRD-K25791914,O=C(C[C@@H]1C=C[C@@H](NC(=O)Cc2ccccn2)[C@H](CO)O1)NCCc1ccncc1,0.981465376,39576480
BRD-K59076939,NCC[C@H]1CC[C@H](NC(=O)C2CC2)[C@@H](CO)O1,0.997563582,39825410
BRD-K46337260,COc1ccc(S(=O)(=O)N(C)C[C@@H]2Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C(=O)N([C@@H](C)CO)C[C@H]2C)c(OC)c1,0.861739235,40027680
BRD-K85819343,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@H]1CN(C)C(=O)c1ccncc1,0.939222604,40104775
BRD-K92036763,CC(C)NC(=O)N[C@H]1CC[C@H](CCN)O[C@H]1CO,1.166088068,40180807
CARAPIN,COC(=O)C[C@H]1C(C)(C)C(=O)[C@@H]2CC3C4=CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CCC3[C@@]1(C)C2=O,0.99171,40191677
BRD-K59827514,COc1ccccc1C#Cc1ccc2c(c1)O[C@H](CN(C)Cc1ccncc1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,1.016285512,40255606
EUGENOL,C=CCc1ccc(O)c(OC)c1,0.683205,40638586
FENOFIBRATE,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,0.99864,40671796
BRD-K31493979,CN(C)CC(=O)N[C@H]1CC[C@H](CCn2cc(CN(C)C)nn2)O[C@@H]1CO,0.96359205,41017767
BRD-A21131461,C[C@@H]1O[C@H](Oc2cc(O)c3c(=O)c(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)c(-c4ccc(O)c(O)c4)oc3c2)[C@@H](O)[C@H](O)[C@@H]1O,0.979053768,41069098
BRD-K74524672,COCC#Cc1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,0.936760962,41180711
DEHYDROVARIABILIN,COc1ccc2c(c1)OCc1c-2oc2cc(OC)ccc12,1.0406,41189161
MEPENZOLATE BROMIDE,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],1.09255,41233420
BRD-A48531970,N#CC1(N[C@@H](Cc2ccccc2)c2ccccc2)CCCCCC1,0.849121826,41246915
DIHYDROROTENONE,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)CC(C(C)C)O4,0.994225,41345491
ACECAINIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1.Cl,1.20859,41398678
BRD-K94956887,O=C(CN1CCOCC1)N[C@@H]1CC[C@H](CCn2cc(C3CC3)nn2)O[C@H]1CO,1.059703208,41435039
BRD-K38545029,O=C(C[C@H]1C[C@H]2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3O[C@H]2[C@H](CO)O1)NCCc1ccccc1,0.890615496,41452017
BRD-K47247155,C=CC[C@H](CC(=O)N(CCO)Cc1ccccc1)C(=O)NCCOC(=O)[C@H](CC=C)CC(=O)OC(C)(C)C,0.730678272,41529327
CHAULMOOGRIC ACID,O=C(O)CCCCCCCCCCCCC1C=CCC1,1.3499,41580020
BRD-K12547353,O=C(C[C@H]1C=C[C@H](NC(=O)CN2CCOCC2)[C@H](CO)O1)NCCc1ccccc1,0.948972963,41740533
BRD-K64497770,CC(C)NC(=O)N[C@H]1CC[C@@H](CCN)O[C@H]1CO,1.051020764,42113394
BRD-K44908610,O=C(C[C@@H]1C=C[C@@H](NC(=O)Cc2ccccn2)[C@H](CO)O1)NCCCN1CCOCC1,1.014968218,42156521
GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,0.845215,42167557
BRD-K47939769,CC(=C/C(=O)O)/C=C/c1ccccc1,0.900461999,42179287
NARINGENIN,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0.986405,42416194
BRD-K16612454,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc3ncsc3c2)Oc2c(NC(=O)Nc3cccc4ccccc34)cccc2C1=O,1.00794076,42449050
BRD-A60354157,C[C@H]1C[C@@H](C)CN(Cc2nc3c(c(=O)n(C)c(=O)n3C)n2CC(N)=O)C1,1.07801535,42569637
BRD-K37962444,O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)c2ccncc2)O1)NC1CCC1,0.901166081,42620944
BRD-K29667133,COCC(=O)Nc1ccc2c(c1)C(=O)N(C)[C@H]1CC[C@@H](CC(=O)NCc3ccccc3Cl)O[C@@H]1CO2,1.004655826,42699310
BRD-K77986266,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CCN(C)C)cc2O[C@@H]1CN(C)S(C)(=O)=O,0.944698225,42775117
ETHYL EVERNINATE,CCOC(=O)c1c(C)cc(OC)cc1O,1.18995,43120955
BRD-K86265822,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Cc2cccnc2)Oc2ncc(C#Cc3ccccc3F)cc2C1=O,1.064314006,43193999
BRD-K23080931,NC(=O)CCN1C(=O)c2ccccc2C1=O,1.05535032,43303742
MEGESTROL ACETATE,CC(=O)O[C@]1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,1.1107,43576023
BRD-K02766889,COc1cccc(NC(=O)N[C@@H]2C=C[C@@H](CC(=O)N3CCN(C)CC3)O[C@H]2CO)c1,0.974363522,43599183
BRD-K93635251,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(C)(=O)=O)Oc2cc(-c3cccc(F)c3)ccc2S1(=O)=O,0.928821543,43652042
BETAMETHASONE SODIUM PHOSPHATE,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],0.936365,43690751
BEXAROTENE,Cc1cc2c(cc1C(=O)c1ccc(C(=O)O)cc1)C(C)(C)CCC2(C)C,1.04815,43735557
BRD-K80059960,CCS(=O)(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@@H](OC)[C@@H](C)CN(Cc1ccccn1)[C@H](C)CO2,0.937203733,44131801
BRD-K44553043,CC(=O)NCCCC[C@@H]1NC(=O)[C@H]2C[C@@H](C(=O)NCCCC[N+](C)(C)C)[C@@H](c3ccc(O)cc3)N2C1=O,1.036611401,44164694
DIFFRACTAIC ACID,COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(OC)c1C,0.90525,44284876
BRD-K09587429,C[C@@H](NC(=O)C[C@@H]1CC[C@@H](NC(=O)CN2CCOCC2)[C@H](CO)O1)c1ccccc1,1.017227815,44311473
BRD-K09004677,O=C(CN1CCOCC1)NCC[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(Cl)cc2)[C@H](CO)O1,1.249046694,44528555
BRD-K18558478,O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2S(=O)(=O)c2ccc(F)cc2)O1)N[C@H]1CCN(Cc2ccccc2)C1,1.139297476,44577876
MYCOPHENOLIC ACID,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,0.912275,44649404
VANILLIN,COc1cc(C=O)ccc1O,0.8458,44748513
SAPPANONE A DIMETHYL ETHER,COc1ccc2c(c1)OC/C(=C\c1ccc(OC)c(O)c1)C2=O,0.956765,44789793
BRD-A46106368,C[C@H](C(=O)O)N1C(=O)c2ccccc2C1=O,0.998408823,44867899
BRD-A71509333,O=C(O)[C@H]1NC(=O)[C@@H]1Cc1ccccc1,1.082860602,44881794
BRD-K93845486,CCC(=O)Nc1nc(C(=O)NC)cs1,1.00645155,45391115
BRD-K99455613,O=C(C[C@@H]1C=C[C@@H](NC(=O)Cc2ccccn2)[C@@H](CO)O1)NCCc1ccncc1,1.051824127,45401471
BRD-K51847055,c1ccc(-c2ccnc(-c3cc(-c4ccccc4)ccn3)c2)cc1,1.097315573,45547532
BRD-K57719819,COc1ccccc1S(=O)(=O)N1C[C@H](O)COC[C@H]2O[C@@H](CC(=O)O)CC[C@@H]21,1.102433977,45701816
BRD-K24440615,Cc1ccc(S(=O)(=O)NCC[C@@H]2CC[C@H](NS(=O)(=O)c3ccccc3Cl)[C@H](CO)O2)cc1,0.973702743,45743322
BRD-K14896981,Cn1cnc(S(=O)(=O)N[C@H]2CC[C@@H](CC(=O)N3CCN(c4ccccc4)CC3)O[C@@H]2CO)c1,0.960239729,45845010
BRD-K64864402,COc1ccc([Si](C)(C)[C@@H]2[C@@H](CC(=O)N(CCO)Cc3ccccc3)O[C@]3(C(=O)N(C)c4c(Br)cc(C)cc43)[C@H]2C)cc1,0.718383643,45875459
TETRACYCLINE HYDROCHLORIDE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,0.171255,45959224
CICLOPIROX OLAMINE,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,0.15749,46309097
BRD-K85168089,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CC3)cc2O[C@@H]1CN(C)Cc1ccccc1F,1.506917014,46323573
BRD-K73545881,O=C(O)CCc1nc2ccccc2[nH]c1=O,0.87532067,46390418
BRD-K71518993,CO/C1=C\C(C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)C(=O)/C=C/[C@H](C)[C@H](O)C(C)C)OC1=O,1.158239386,46404124
BRD-K98667996,CCCN1CCCc2cc(CCN)ccc21,0.931685375,46427682
SULFACHLORPYRIDAZINE,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,0.98176,46560583
BRD-K05659115,O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2S(=O)(=O)c2cccc(Cl)c2)O1)N1CCOCC1,1.053512225,46707249
BRD-K53233082,O=C(N[C@H]1C=C[C@H](CC(=O)N2CCOCC2)O[C@H]1CO)c1ccccn1,0.89923635,46826322
BRD-K62220055,CN(C)Cc1cn(CC[C@@H]2CC[C@H](NC(=O)Cc3cccnc3)[C@@H](CO)O2)nn1,1.071472717,46851671
BRD-K58652554,Cc1ccccc1S(=O)(=O)N(C)C[C@@H]1Oc2ccc(NC(=O)Nc3cc(Cl)cc(Cl)c3)cc2CC(=O)N([C@@H](C)CO)C[C@@H]1C,0.979451651,46865158
BRD-K66168354,COCC(=O)N(C)C[C@@H]1Oc2cc(-c3ccc(OC)cc3)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@H]1C,0.974619155,46892958
BRD-K42933504,O=C(CCCCCNC(=O)OC[C@]12N=C3SCc4ccccc4CN3[C@H](c3ccccc3O1)[C@H]2COC(=O)c1ccccc1)NO,0.921424668,46905713
NALOXONE HYDROCHLORIDE,C=CCN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,1.0801,46973746
BRD-K24383920,O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccncc2)O1)NCc1ccc(-c2ccccc2)cc1,1.037098187,47008897
BRD-K30172718,O=C(C[C@H]1C=C[C@@H](NC(=O)Cc2ccccn2)[C@H](CO)O1)NCCc1ccncc1,1.026752496,47170564
BRD-K28369096,[N-]=[N+]=Nc1ccccc1[C@H]1OC(c2ccc(OCCCO)cc2)=N[C@@]1(CCS(=O)(=O)c1ccccc1)C(=O)N1CCCCC1,1.151729928,47277645
BRD-K64284252,CN(C)c1nc(SCC(N)=O)nc(N(C)C)n1,0.915699764,47378578
BRD-A64290322,CC=CC[C@H](C)[C@H](O)[C@@H]1C(=O)N[C@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C,0.79199151,47475277
BRD-K83849126,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cccc(F)c2)Oc2c(NC(=O)Nc3cccc4ccccc34)cccc2C1=O,0.957258039,47538055
4-HYDROXY-6-METHYLPYRAN-2-ONE,Cc1cc(O)cc(=O)o1,1.14325,47807370
CEFONICID SODIUM,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2C(NC(=O)[C@H](O)c3ccccc3)C(=O)N12.[Na+].[Na+],1.042545,47988938
BRD-K39732687,COc1ccc(S(=O)(=O)N(C)C[C@@H]2Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C(=O)N([C@H](C)CO)C[C@H]2C)cc1,1.026556723,48003201
BRD-K79615119,CN1CCN(C(=O)C[C@@H]2CC[C@@H]3[C@H](COC[C@@H](O)CN3C(=O)Nc3ccc4c(c3)OCO4)O2)CC1,0.951490519,48182225
BRD-K19288948,Cc1ccc(C(=O)Oc2ccc(/C=N/c3cccs3)cc2)cc1,0.922216744,48205177
HELENINE,C=C1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)C3=C[C@H]12,1.09275,48468758
BRD-K65478128,COc1ccc([Si](C)(C)[C@@H]2[C@@H](CCO)O[C@]3(C(=O)N(Cc4ccc(N5CCCCC5=O)cc4)c4ccccc43)[C@H]2C)cc1,0.859759696,48737330
BRD-K36074653,O=C(N[C@H]1CC[C@H](CCn2cc(C3(O)CCCC3)nn2)O[C@@H]1CO)C1CCOCC1,1.025836511,48809315
BRD-K41784145,CN(C)C(=O)C[C@@H]1C=C[C@@H](NC(=O)C2CC2)[C@@H](CO)O1,1.008608296,48964878
BRD-A60591946,CC(CN)(Cc1ccccc1Cl)C(=O)O,1.014458743,49080330
BRD-K63842324,Cn1nccc1NC(=O)COCC(=O)O,0.94928661,49143362
BRD-K28145294,COCC(=O)Nc1ccc2c(c1)CC(=O)N2C,1.078924633,49186500
ARSENIC TRIOXIDE DIETHANOLAMINE SALT,NCCO.NCCO.O[AsH]O[AsH]O,1.10585,49266146
BRD-K01826526,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,0.370477091,49435992
BRD-K39088484,C[C@@H]1COC(=O)N1,1.035850133,49474939
PYRITINOL,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,1.1116,49512241
BRD-K58511747,O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)Nc2cccc(F)c2)O1)NCCCN1CCOCC1,0.974746031,49630613
NICLOSAMIDE,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,1.05815,49680616
BRD-K11851643,O=c1occ(CO)c(O)c1CN1CCCCC1,1.006937176,49791961
BRD-K49371319,CC(C)(C)c1csc(-c2ccc(-c3cccs3)s2)n1,0.974682078,49824132
BRD-K20971343,C#Cc1ccc(C(=O)NO)s1,0.870623926,49847919
BRD-K88034152,Nc1ccc2c(c1)CNCC2,0.957568704,50142784
LACITOL,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,0.93834,50151379
BRD-K06210436,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CN2CCOCC2)Oc2cc(C#Cc3cccc(F)c3)ccc2S1(=O)=O,0.662356223,50159836
BRD-K18626002,C=CCOC(=O)[C@@H]1[C@H]2C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N2[C@H](c2ccc(OCCOC(=O)[C@H]3C[C@H]4C(=O)N5CCC[C@H]5C(=O)N4[C@H]3c3ccc(O)cc3)cc2)[C@@]12C(=O)Nc1ccccc12,0.943331139,50187960
WILFORLIDE A,CC1(C)[C@@H](O)CC[C@]2(C)C3CC=C4[C@@H]5C[C@@]6(C)C[C@H](OC6=O)[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,0.97911,50246654
IBUPROFEN,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.983615,50359846
BRD-K90170704,COC(=O)c1ccc(O)c(/C=N/N(CCO)C2=NS(=O)(=O)c3ccccc32)c1,1.030163779,50664955
METHIONINE (L),CSCC[C@H](N)C(=O)O,0.86286,50708337
BRD-K54522474,NC1(CC(=O)O)CCN(Cc2ccccc2)CC1,0.944958156,50921265
BRD-K88299200,C=CC[n+]1ccccc1/C=N/O,1.017245259,50980319
SERINE (L),N[C@@H](CO)C(=O)O,1.0536,51055148
BRD-K05959124,Cc1noc(C)c1NC(=O)N(C)C[C@@H]1Oc2cc(C#CCN(C)C)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@@H]1C,1.073711676,51110125
NILUTAMIDE,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,0.89527,51112026
BRD-K76724902,C[C@]12C[C@@H](O)[C@@H]3C[C@@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@]3(COC(=O)c1ccccc1)C(=O)O2,1.027727395,51329857
BRD-K94768053,Cc1cc(SCc2ccc(F)cc2)c(C)cc1Cl,0.939972717,51405649
MEPHENESIN,Cc1ccccc1OCC(O)CO,1.06805,51500824
CEFTEZOLE,O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12,0.67214,51568091
BRD-A52394261,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,1.006920409,51621244
BRD-K96700333,CCCc1cc(=O)nc(SCC(N)=O)[nH]1,0.86443663,51632305
BRD-K24533701,CN1CCN(C(=O)C[C@H]2CC[C@@H]3[C@H](COC[C@@H](O)CN3Cc3ccc4c(c3)OCO4)O2)CC1,0.857956798,51695554
BRD-K57336887,COc1ccc2c(c1)[C@@H](NCC=C(C)C)[C@H](C)[C@H]2c1ccccc1,0.928873746,51874575
BRD-K34927175,O=C(C1=C[C@@H](c2csc3ccccc23)C[C@@H](OCc2ccc(CO)cc2)O1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1.129141504,52265100
BRD-K20925873,CN(C)CCCCNC(=O)[C@H]1C[C@H]2C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N2[C@H]1c1cccc(OCCO)c1,1.19204368,52321578
BRD-K21012065,NS(=O)(=O)c1ncn(Cc2ccccc2)n1,0.8047468,52558542
BRD-K98822773,COc1ccc([Si](C)(C)[C@@H]2[C@@H](CCO)O[C@]3(C(=O)N(Cc4cccc(N5CCCCC5=O)c4)c4ccccc43)[C@H]2C)cc1,0.743913692,52596742
BRD-K68020597,COc1oc(C(=O)NC2CCCCC2)c(-c2ccc(Cl)cc2)c1S(=O)(=O)c1ccc2c(c1)OCCO2,1.20606115,52801348
BRD-K83623013,CN(C)CC(=O)N[C@H]1C=C[C@H](CC(=O)O)O[C@@H]1CO,0.929290222,52962946
PHENIRAMINE MALEATE,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0.98008,53029295
BRD-K74625806,COCCNC(=O)c1cn(C)nc1OC,1.087166284,53135410
BRD-K81121951,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CCN(C)C)cc2O[C@@H]1CN(C)S(=O)(=O)c1cccc(F)c1,1.052478714,53150874
BRD-K68626491,C=CC[C@@H](Cc1ccc(F)cc1)C(=O)OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC=C)CC(=O)N[C@@H](CO)Cc1ccccc1,0.947797221,53200325
BRD-A06475750,CCOC(=O)[C@@H](N)Cc1ccccc1,0.982089752,53240429
LACTOBIONIC ACID,O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,0.98637,53313107
BRD-K00331664,CN(CC(=O)O)S(=O)(=O)c1ccc(F)cc1,0.881081239,53475224
BRD-K96585958,O=C(C[C@H]1CC[C@@H](NS(=O)(=O)c2ccccc2)[C@@H](CO)O1)NCc1ccncn1,0.934244681,53561002
BRD-K01737847,COCC(=O)N1C[C@H](C)[C@H](OC)CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3)ccc2OC[C@H]1C,1.209753003,53955073
BRD-K26738765,CCOC(=O)c1c(C)oc(N)c1C(N)=O,1.010013166,54582290
BRD-K86312916,C[C@@H]1COCS(=O)(=O)N1,1.211076855,54635363
DECAMETHONIUM BROMIDE,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],0.99518,54659231
BRD-K59442558,CC(C)C#Cc1cnc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c1cn(C)cn1)O2,1.040895064,54681518
BRD-K37825178,C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3cncnc3)cc2O[C@@H]1CN(C)C(=O)c1ccc2c(c1)OCO2,1.037847437,54726114
BRD-K11724909,COc1ccccc1CNC(=O)C[C@@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1,0.918861023,54778523
BRD-A01606679,CN(C)c1ncnc2c1ncn2[C@H]1O[C@@H](CO)[C@@H](N)[C@@H]1O,0.990421605,54848611
BRD-K31276066,COCC#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)COC)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,0.905391071,54908507
PHENELZINE SULFATE,NNCCc1ccccc1.O=S(=O)(O)O,0.223315,54934725
