Compound_ID,SMILES,Sau_R1_10uM,Sau_R2_10uM,Sau_Mean_10uM,HepG2_R1_10uM,HepG2_R2_10uM,HepG2_Mean_10uM,HSkMC_R1_10uM,HSkMC_R2_10uM,HSkMC_Mean_10uM,IMR90_R1_10uM,IMR90_R2_10uM,IMR90_Mean_10uM,Eco_stokes20_Mean,Abau_liu23_Mean
BRD-K92962426,OC(=O)c1oc2ccccc2c1CSc1ccc(cc1)Cl,0.241240165,0.358343406,0.299791785,1.014062949,1.042521857,1.028292403,1.002199936,1.000263898,1.001231917,0.957641639,0.985482055,0.971561847,,
PROFLAVINE HEMISULFATE,Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,0.27938,0.32165,0.300515,0.205548916,0.213013946,0.209281431,0.67260014,0.803470584,0.738035362,0.19025501,0.214682,0.202468505,,0.623255
BRD-K76578350,OC[C@H]1O[C@H](C[C@H]2[C@@H]1Oc1ccc(cc12)NC(=O)Nc1ccc(cc1)C(F)(F)F)CC(=O)N1CCc2ccccc2C1,0.358925781,0.244355432,0.301640607,0.945074509,1.035405516,0.990240013,0.597653339,0.71374891,0.655701125,0.900979364,0.907129582,0.904054473,,
BRD-K83988098,CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)/C(=C/C=C\[C@H](OC)[C@@H](OC(=O)N)/C(=C/[C@H](C)[C@H]1O)C)C)C2=O,0.284030969,0.319658645,0.301844807,0.091467872,0.094835124,0.093151498,0.608760601,0.577784754,0.593272678,0.067731344,0.076720701,0.072226023,,
BRD-K89725992,CCOC(=O)c1cc2c(c(n1)-c1cccc(c1)C#CCN(C)C)[C@@H](CCO[Si](C)(C)C(C)(C)C)N(C2)[S@](=O)C(C)(C)C,0.316630757,0.287095685,0.301863221,0.911187983,0.876644374,0.893916178,0.992467709,0.999877949,0.996172829,0.991693404,1.040242452,1.015967928,,
BRD-K68532323,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(cc1)C)C1=C(Cc2ccccc2)C(=O)c2ccc(cc2O1)Cl,0.46078785,0.144873641,0.302830745,0.067785663,0.072312726,0.070049195,0.105525133,0.111269773,0.108397453,0.057754726,0.066353084,0.062053905,,
BRD-K29651303,CCOC(=O)[C@H]1C/C=C/C[C@H](C(=O)OCC)C(=O)O[C@H]2[C@H](OC(=O)Nc3ccc4c(c3)OCO4)[C@@H](CO)O[C@H](OC)[C@@H]2OC1=O,0.305801456,0.30206841,0.303934933,0.887581708,0.883887718,0.885734713,0.677558604,0.684858114,0.681208359,0.651635428,0.32971088,0.490673154,,
BRD-K56823833,C[C@H]1CCCCO[C@H](CN(C)CC2CC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.302912657,0.307363023,0.30513784,0.983501418,0.952128926,0.967815172,1.014142656,1.010815028,1.012478842,0.967566875,0.951304505,0.95943569,,
BRD-K87667579,O/N=C/1\CCCCc2c1[nH]c1ccc(cc21)C1CCCCC1,0.341200165,0.27014289,0.305671527,1.028268308,1.031275461,1.029771885,0.93813755,0.932919149,0.935528349,0.54315228,0.90112991,0.722141095,,
BRD-K52064224,Cc1ccc(cc1)/C=C(\CCC(=O)O)c1nc2ccccc2s1,0.29536088,0.316777239,0.30606906,1.049154051,1.080688319,1.064921185,1.043492522,1.034068363,1.038780443,0.966411811,0.896812565,0.931612188,,
BRD-K00573290,COc1ccc(cc1)CN(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.30120738,0.311063475,0.306135428,0.188475471,0.23509699,0.21178623,0.18801249,0.203987615,0.196000052,0.064612371,0.433625683,0.249119027,,
BRD-A82032549,OC1=C([C@@H](N(C1=O)c1nccs1)c1cccc(c1)Oc1ccccc1)C(=O)c1ccc2c(c1)OCCO2,0.30120738,0.311063475,0.306135428,0.872321003,1.083039082,0.977680043,1.002100144,1.023178526,1.012639335,0.951917375,0.966321515,0.959119445,,
BRD-K26944678,O=C1NN(C(=O)C=C1)c1ccccc1,0.496110393,0.116470485,0.306290439,0.992221418,0.926657681,0.95943955,0.98790704,0.991428381,0.989667711,1.059356415,1.012515194,1.035935805,,
BRD-K19085898,CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)CN1C(=NC(=O)C2=C1CCC2)SCc1ccc(cc1)F,0.305435762,0.309451128,0.307443445,0.071965083,0.069267784,0.070616433,0.037613457,0.03570313,0.036658294,1.063633527,0.890849256,0.977241392,,
BRD-K89290779,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)F)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.297095588,0.319504831,0.30830021,0.662195119,0.613888419,0.638041769,0.943513667,0.944461308,0.943987488,0.820462241,0.897681687,0.859071964,,
BRD-K52294129,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccccc1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.422375575,0.196634967,0.309505271,0.996806098,0.925264622,0.96103536,0.825997231,0.974154774,0.900076002,0.933776908,0.960330811,0.94705386,,
BRD-K00003130,NC[C@H]1O[B](O)c2c(cccc21)OCCCO,0.335304584,0.286427571,0.310866077,0.996195148,0.988351646,0.992273397,1.059162347,1.064521635,1.061841991,0.835256067,0.83978318,0.837519624,,
"TOTAROL-19-CARBOXYLIC ACID, METHYL ESTER",COC(=O)C1(C)CCCC2(C)c3ccc(O)c(C(C)C)c3CCC12,0.35322,0.26879,0.311005,0.511932546,0.649000506,0.580466526,0.063527432,0.304980382,0.184253907,0.07586207,0.085707187,0.080784629,,
BRD-K62455331,O[C@H]1COC[C@@H]2O[C@H](CC[C@H]2N(C1)C(=O)Nc1cc(cc(c1)Cl)Cl)CC(=O)N1CCOCC1,0.499869086,0.122354817,0.311111951,0.919265142,0.989229846,0.954247494,0.969003194,1.000070286,0.98453674,1.02287914,1.013891069,1.018385105,,
BRD-K50149419,CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@@H](C)N(C[C@H]1C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)C1CCCCC1,0.351864473,0.271453378,0.311658925,0.957380568,0.999450189,0.978415378,1.040376389,1.054311233,1.047343811,1.087757142,1.005716829,1.046736986,,
BRD-A52627843,CC[C@@H](C)[C@@H]1N[C@@H]2C=Cc3c(cc(nc3[C@H]2O)C(=O)O[C@H](C)[C@@H]2NC(=O)c3csc(n3)[C@@H](NC(=O)[C@H]3CSC(=N3)C(=CC)NC(=O)[C@@H](NC(=O)c3csc(n3)[C@]3(CCC(=N[C@H]3c3csc2n3)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC1=O)[C@@H](C)O)C(C)(O)[C@@H](C)O)[C@H](C)O,0.308509638,0.316250611,0.312380124,0.28262324,0.246354893,0.264489066,0.826372388,0.832373366,0.829372877,0.064473453,0.077512047,0.07099275,,
BRD-K81850510,CCCN(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)NC(=O)Nc1cccc2ccccc12,0.352042222,0.273843374,0.312942798,0.987377943,1.011979506,0.999678725,0.98958445,0.993557509,0.991570979,0.926782084,0.917925403,0.922353744,,
MOXIDECTIN,CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)C)C1C,0.30928,0.31689,0.313085,0.801466947,0.739619411,0.770543179,0.086719174,0.142681231,0.114700202,2.370275935,0.89008509,1.630180513,,
BRD-K14805158,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)Nc1ccccc1,0.292024079,0.33610721,0.314065645,0.916206159,0.888481856,0.902344007,0.984612361,0.990779597,0.987695979,0.999927735,1.040074266,1.020001001,,
ACITRETIN,COc1cc(C)c(C=CC=CC=CC=CC(=O)O)c(C)c1C,0.29117,0.33739,0.31428,0.756813587,0.806832072,0.781822829,1.096471955,1.070152612,1.083312284,0.463148971,0.502265551,0.482707261,,
BRD-K15262564,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C/C(=C/C(=O)OCCCCCCCCC(=O)O)C)[C@H](O)[C@@H]1O,0.111568666,0.518890172,0.315229419,1.036373537,1.036262644,1.03631809,1.111856626,1.085333005,1.098594815,1.12579944,1.128817451,1.127308446,,
BRD-K70578146,CC(C)[C@H]1NC(=O)[C@@H](NC(=O)C2=C(N)C(=O)C(=C3Oc4c(ccc(c4N=C32)C(=O)N[C@H]2[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]3CCCN3C(=O)[C@H](NC2=O)C(C)C)C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]2CCCN2C1=O,0.322072263,0.309578553,0.315825408,0.736678404,0.77204953,0.754363967,0.631256945,0.677414953,0.654335949,0.088654271,0.113440955,0.101047613,,
BRD-K21482460,Cc1ccccc1/C=C(\CCC(=O)O)c1nc2ccccc2s1,0.302970375,0.335649024,0.319309699,0.983410792,1.018600332,1.001005562,0.997423947,0.992498643,0.994961295,1.002106193,0.9729747,0.987540447,,
BRD-K31381568,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)CC1CCCCC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.42736629,0.213647731,0.320507011,0.083019164,0.08054691,0.081783037,0.07702663,0.051121167,0.064073898,0.102794937,0.418458018,0.260626478,,
BRD-K10592558,C[C@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F,0.42736629,0.213647731,0.320507011,1.017138574,1.028643177,1.022890875,1.010027249,0.995863082,1.002945165,1.018372503,1.032435544,1.025404024,,
BRD-K00003239,Cc1cc(ccc1C(=O)NCC(=O)NCC(F)(F)F)C1=NO[C@](C1)(c1cc(cc(c1)Cl)Cl)C(F)(F)F,0.331217525,0.310738748,0.320978136,0.927363455,0.955322606,0.94134303,0.56744777,0.605232971,0.58634037,0.931162458,0.913418048,0.922290253,,
BRD-K49024227,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)c1ccncc1,0.305399032,0.337911614,0.321655323,1.053352806,0.956658426,1.005005616,0.983050743,0.997709165,0.990379954,1.001768535,1.051854573,1.026811554,,
BRD-K32396503,CC(=O)NCCCC[C@@H]1NC(=O)[C@@H]2C[C@@H]([C@@H](N2C1=O)c1ccc(cc1)O)C(=O)OCCOc1ccc(cc1)[C@@H]1N2[C@H]([C@H](C(=O)OCC=C)[C@@]11C(=O)Nc3ccccc31)C(=O)O[C@H]([C@H]2c1ccccc1)c1ccccc1,0.280198454,0.368124457,0.324161455,1.01234668,1.023611418,1.017979049,0.956253453,0.974289515,0.965271484,1.026097156,0.981550811,1.003823984,,
BRD-K59498647,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)C1CCCCC1,0.357830993,0.291013745,0.324422369,0.851837384,0.881287681,0.866562533,1.019485453,1.012363634,1.015924543,0.995973067,1.081089046,1.038531057,,
SODIUM TETRADECYL SULFATE,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0.35655,0.29477,0.32566,0.986890777,0.863084115,0.924987446,1.108836954,1.111016952,1.109926953,0.759114602,0.823021092,0.791067847,,1.209695
BRD-K21292596,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.278902798,0.373203817,0.326053308,0.959786489,0.957042248,0.958414369,0.975844135,0.985220693,0.980532414,0.991434623,0.909634008,0.950534316,,
BRD-K64577556,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NS(=O)(=O)c1ccc(cc1)Cl,0.368361893,0.285483556,0.326922724,0.938360777,0.8666125,0.902486639,1.01362415,1.006368487,1.009996318,0.943721913,0.909369903,0.926545908,,
BRD-K61331771,Cc1ccccc1S(=O)(=O)N1C[C@@H](O)COC[C@H]2O[C@@H](CC[C@@H]21)CC(=O)N1CCC(CC1)Cc1ccccc1,0.258608226,0.396133926,0.327371076,0.549876171,0.529357977,0.539617074,1.033073139,1.027997918,1.030535529,1.04556043,1.037507368,1.041533899,,
BRD-K07565392,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.338361794,0.31655503,0.327458412,0.644664803,0.651335672,0.648000237,0.699842842,0.736953994,0.718398418,0.484571267,0.491762724,0.488166996,,
BRD-K94787027,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)CC1CCCCC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.557438563,0.097737403,0.327587983,1.038236699,0.766326036,0.902281368,1.000150687,0.991474848,0.995812767,0.845598445,0.838059291,0.841828868,,
BRD-K87700323,CCCCCCCCCCCCCCCC[n+]1ccccc1,0.291375507,0.365258831,0.328317169,0.069793264,0.069366103,0.069579684,0.03831957,0.037721532,0.038020551,0.075546878,0.070898741,0.07322281,,
BRD-K94319360,O[C@H]1COC[C@@H]2O[C@@H](CC[C@H]2N(C1)C(=O)Nc1ccc(c(c1)Cl)Cl)CC(=O)NCc1ccc(c(c1)Cl)Cl,0.339735759,0.319649705,0.329692732,1.052806313,0.950394988,1.00160065,0.887034708,0.917408957,0.902221832,0.977236831,0.980007185,0.978622008,,
BRD-K83524207,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)C(=O)Nc1ccccc1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.327202316,0.333214243,0.33020828,0.926457268,0.950415054,0.938436161,0.964855689,1.000668188,0.982761939,0.882753107,0.914732235,0.898742671,,
BRD-A37950251,Cn1cc(c2ccccc12)CN1CCC(CC1)C(=O)N[C@@H](c1ccc(cc1)F)c1ccc2ccccc2n1,0.308390043,0.353077756,0.330733899,0.072555983,0.07375783,0.073156907,0.666622208,0.626035526,0.646328867,0.893459916,0.778171751,0.835815834,,
BRD-K87643878,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccccc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.447039881,0.215099106,0.331069494,0.079641426,0.077187259,0.078414343,0.07256453,0.116844933,0.094704731,0.066618563,0.062324002,0.064471283,,
CETYLPYRIDINIUM CHLORIDE,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],0.33497,0.32782,0.331395,0.101475714,0.105596109,0.103535912,0.045721022,0.045757416,0.045739219,0.316129788,0.319769611,0.317949699,,
BRD-K62627508,COc1cc(ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]1c1cccc(c1F)Cl)c1ccc(cc1F)Cl)C(=O)O,0.396959926,0.266124203,0.331542065,0.935553471,1.010804585,0.973179028,0.0764223,0.066438561,0.071430431,0.420854553,0.647089582,0.533972068,,
BRD-K22352910,OCc1ccc(cc1)[C@@H]1N(C2CCCCC2)C(=O)c2ccccc2[C@]1(Cc1ccccc1I)C(=O)O,0.31341419,0.354369806,0.333891998,1.003929331,1.000787945,1.002358638,1.05567748,1.049634905,1.052656192,1.019198251,1.023964809,1.02158153,,
BRD-K59058903,CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C[C@@H](C)[C@@H](CN(C)Cc1ccc(cc1)-c1ccccc1)O2)[C@H](C)CO,0.338461387,0.330133079,0.334297233,0.842822573,0.834766628,0.8387946,0.987654591,0.988658669,0.98815663,1.046707673,0.968165225,1.007436449,,
BRD-K54206693,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)F)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.508298585,0.163742899,0.336020742,1.018499777,0.941942828,0.980221303,1.013083619,0.987323074,1.000203347,0.941114761,0.938785024,0.939949893,,
BRD-K39835385,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(F)(F)F,0.33824263,0.338598745,0.338420688,1.051768624,1.021349282,1.036558953,1.008021115,1.01360093,1.010811023,1.052155873,1.025524615,1.038840244,,
BRD-K08438429,Clc1ccc(cc1Cl)CN(CCCNC(=S)NCCCc1cnc[nH]1)c1ccc(cn1)Br,0.281742337,0.395260092,0.338501215,0.591800172,0.690491807,0.641145989,0.93932602,0.794585135,0.866955578,0.980258073,0.958315468,0.969286771,,
BRD-K56547488,Cc1cccc(c1)/C=C(\CCC(=O)O)c1nc2ccccc2s1,0.337515769,0.340310866,0.338913318,1.096577904,1.01433902,1.055458462,1.01283912,1.003037425,1.007938273,1.075451357,1.025850962,1.05065116,,
BRD-K55679505,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)Nc1ccc(cc1)F,0.363149584,0.316473642,0.339811613,0.968278417,1.011286559,0.989782488,1.059116071,1.08245381,1.07078494,0.843176651,0.803897771,0.823537211,,
BRD-K94908614,CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C[C@@H](C)[C@@H](CN(C)Cc1ccc(cc1)-c1ccccc1)O2)[C@@H](C)CO,0.324482807,0.355420588,0.339951698,0.945929879,0.976765204,0.961347542,0.989898863,0.900885944,0.945392404,1.081746058,1.06213717,1.071941614,,
BRD-K00003482,COc1cc(cc2n(cc(c12)C)C1CC1)C(=O)N1CCC2(CC1)CC(=O)c1cc(ccc1O2)-c1cncc(c1)C(=O)O,0.351690416,0.330656543,0.34117348,0.893967584,1.003364985,0.948666285,0.923240205,0.953681616,0.938460911,0.992480403,0.987023776,0.98975209,,
BRD-K31174312,CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@@H](C)N(C[C@H]1C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)C1CC1,0.435323892,0.247913428,0.34161866,1.032785173,1.034730837,1.033758005,1.037358426,1.031807089,1.034582757,0.990280596,0.947712091,0.968996344,,
BRD-K02205916,ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)[C@@H]1O[C@H](CSc2ccncc2)C[C@@H](O1)c1ccccc1,0.375451799,0.310394406,0.342923102,0.976707969,0.989915531,0.98331175,1.002905068,0.992219,0.997562034,1.036710095,1.010162423,1.023436259,,
BRD-K39746403,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(=O)CC)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0.335055521,0.352691096,0.343873309,1.035723144,1.053613695,1.044668419,1.023111765,1.032195037,1.027653401,1.060423086,1.103178296,1.081800691,,
ISOCONAZOLE NITRATE,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1.O=[N+]([O-])O,0.35959,0.32888,0.344235,1.223258041,1.273293131,1.248275586,0.884354605,0.978782951,0.931568778,1.211034889,0.935253539,1.073144214,,0.92411
BRD-K06877872,COc1ccc(cc1)C#Cc1ccc2c(c1)[C@]1([C@H]([C@H]3N([C@@H]([C@@H](OC3=O)c3ccccc3)c3ccccc3)[C@H]1c1ccccc1OCCO)C(=O)O)C(=O)N2,0.403125945,0.286345156,0.34473555,0.988850628,0.990940109,0.989895369,0.998811544,0.995235386,0.997023465,0.987949706,0.991105107,0.989527407,,
CLOFAZIMINE,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,0.36454,0.32754,0.34604,0.271460967,0.238869902,0.255165435,0.998951326,1.027321654,1.01313649,0.752704466,0.436564823,0.594634644,,
BRD-K94913605,Cc1ccc(cc1)OCCn1c(nc2ccccc12)CC(C)(C)C,0.460235367,0.232947722,0.346591545,1.030978935,1.023099415,1.027039175,1.001271743,1.015152597,1.00821217,1.040924386,1.118984161,1.079954274,,
BRD-K36990484,CCN1C=C(C(=O)O)C(=O)c2cc(c(cc21)N1CCN(CC1)C(=S)Nc1cc(ccc1Cl)C(F)(F)F)F,0.286254798,0.408828112,0.347541455,0.982789802,0.965506513,0.974148157,1.007712055,0.996604554,1.002158304,0.565953035,0.466047194,0.516000115,,
BRD-K90779185,CCCNC(=O)COc1cccc(c1)[C@@H](CCc1ccc(c(c1)OC)OC)OC(=O)[C@@H]1CCCCN1C(=O)C(=O)C(C)(C)CC,0.36489858,0.331612112,0.348255346,0.70005775,0.737700495,0.718879122,1.011565108,1.002785637,1.007175373,1.028208639,1.042386262,1.035297451,,
BRD-K94079315,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)Cn1cnnn1,0.384456737,0.313122824,0.348789781,0.96185864,0.984394645,0.973126642,1.02722663,1.014849419,1.021038025,1.111816421,0.945981247,1.028898834,,
BRD-K94250879,OC/C=C/1\O[C@@H]2CC(=O)N2[C@H]1C(=O)O,0.359240634,0.345197367,0.352219,0.888576781,0.97392979,0.931253285,0.981115601,0.975779771,0.978447686,1.015691813,1.012401561,1.014046687,,
BRD-A62129005,CC(C)c1c(ccc2c1CC[C@H]1C(C)(C)CCC[C@@]12C)O,0.361567451,0.342898342,0.352232897,0.759727537,0.712544825,0.736136181,0.051577423,0.049827094,0.050702258,0.330054805,0.099186247,0.214620526,,
BRD-K23390550,OC[C@H](Cc1ccccc1)NC(=O)C[C@@H]1CC=CCC[C@@H](Cc2ccc(cc2)F)C(=O)OC[C@H](Cc2c[nH]c3ccccc23)NC1=O,0.307747564,0.402889555,0.355318559,0.877610542,0.808240182,0.842925362,0.984814113,1.00933758,0.997075847,1.007916947,0.955724134,0.981820541,,
BRD-K67496524,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.377284303,0.336548767,0.356916535,0.522710525,0.486993423,0.504851974,0.78184747,0.740623039,0.761235255,0.941101004,0.881274332,0.911187668,,
BRD-K25797161,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.337957038,0.375980326,0.356968682,0.835467498,0.762127246,0.798797372,0.477539462,0.778296683,0.627918072,0.933595148,0.962760152,0.94817765,,
BRD-K73197500,CC1(C)CC(=O)c2c(n(nc2C(F)(F)F)-c2ccc(c(c2)N[C@H]2CC[C@@H](CC2)OC(=O)CN)C(=O)N)C1,0.36470408,0.35091719,0.357810635,0.67465814,0.573992597,0.624325368,0.719131617,0.676963835,0.698047726,0.126817724,0.218771767,0.172794746,,
BRD-K26931203,O[C@@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)C(=O)Nc1ccc(c(c1)Cl)Cl)CC(=O)NCc1ccc(c(c1)Cl)Cl,0.402386297,0.316321056,0.359353676,0.876390462,0.787597218,0.83199384,1.094516257,1.068841764,1.081679011,0.854525554,0.907896618,0.881211086,,
BRD-K23677682,CN[C@H]1CN(C[C@@H]1OC)c1ccc2c(n1)N(C=C(C(=O)O)C2=O)c1nccs1,0.360206478,0.359003043,0.359604761,0.996300383,0.907518793,0.951909588,0.95197856,0.932873795,0.942426177,0.631507324,0.636375728,0.633941526,,
IODOFORM,IC(I)I,0.35786,0.3623,0.36008,1.039997362,1.054084633,1.047040998,0.993327937,0.989649277,0.991488607,0.948748477,0.973107102,0.960927789,,0.598335
BRD-K27409223,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(CC1CCCCC1)C[C@]13CCN(CC1)C(=O)Nc1cccc(c1)F,0.506335408,0.215837779,0.361086594,0.968774326,0.967760551,0.968267438,0.92922937,1.005658886,0.967444128,1.042834187,1.025969106,1.034401647,,
BRD-K73115003,N(c1ccccc1)c1nc2c(ccc3ccccc32)s1,0.394487457,0.328564091,0.361525774,0.611455147,0.556631231,0.584043189,0.96250363,0.960068279,0.961285954,0.978078726,1.016149529,0.997114128,,
BRD-K36539178,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(cc(c4C3=O)O)O)c3ccc(cc3)O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.356479602,0.366886391,0.361682996,0.96743612,0.988536029,0.977986075,0.933287445,0.94116547,0.937226458,0.96026619,0.896599598,0.928432894,,
ISOCOTOIN,COc1cc(O)cc(O)c1C(=O)c1ccccc1,0.37073,0.35514,0.362935,0.512959636,0.47775236,0.495355998,0.990850248,0.989189722,0.990019985,1.084753788,1.042564315,1.063659052,,0.752215
BRD-K00003183,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)SC(C)(C)Sc1cc(c(c(c1)C(C)(C)C)OC(=O)CCC(=O)O)C(C)(C)C,0.390709706,0.337807207,0.364258456,1.003371066,1.004521173,1.00394612,0.109072581,0.18847883,0.148775706,0.901848231,0.881085698,0.891466965,,
BRD-K12815005,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)Cc1cncnc1)C#CC1CCCC1,0.418113786,0.311207852,0.364660819,0.966387401,0.975654062,0.971020731,0.975029702,0.971688218,0.97335896,0.966342736,0.97680118,0.971571958,,
CARMOFUR,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,0.36916,0.36272,0.36594,0.884699443,0.838476463,0.861587953,1.031559869,1.037216697,1.034388283,0.779524795,0.831771036,0.805647915,,
LITHOCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,0.3592,0.37309,0.366145,1.113151919,1.066944369,1.090048144,1.030293855,1.025062863,1.027678359,0.892516955,0.914288037,0.903402496,,
CLOSANTEL,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,0.4046,0.33079,0.367695,1.002533658,1.046251375,1.024392516,0.997811076,0.962219913,0.980015495,0.508319745,0.488785602,0.498552674,,
TENIPOSIDE,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,0.45739,0.28335,0.37037,0.361093884,0.339527134,0.350310509,1.029174838,1.021444568,1.025309703,0.295527409,0.453146219,0.374336814,1.15605,
