Compound_ID,SMILES,Sau_R1_10uM,Sau_R2_10uM,Sau_Mean_10uM,HepG2_R1_10uM,HepG2_R2_10uM,HepG2_Mean_10uM,HSkMC_R1_10uM,HSkMC_R2_10uM,HSkMC_Mean_10uM,IMR90_R1_10uM,IMR90_R2_10uM,IMR90_Mean_10uM,Eco_stokes20_Mean,Abau_liu23_Mean
BRD-K31369082,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)S(=O)(=O)c1c(noc1C)C)NC(=O)c1cnccn1,0.8741517,0.857522058,0.865836879,1.043401346,1.013301335,1.028351341,1.000419312,1.002877488,1.0016484,0.961910534,0.999404605,0.98065757,,
BRD-K45323345,COC(=O)CNC(=O)/C=C/c1ccc(cc1)OC,0.86274713,0.868963884,0.865855507,1.006165156,0.898075008,0.952120082,0.992792816,0.994576474,0.993684645,1.110582776,1.060345487,1.085464132,,
BRD-K03373668,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)CCC(F)(F)F,0.885074462,0.846638103,0.865856282,1.001564203,0.999815763,1.000689983,0.984191966,0.999768801,0.991980384,1.080056008,1.047456986,1.063756497,,
BRD-K09742903,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NS(=O)(=O)c1cccs1,0.904358521,0.827439573,0.865899047,0.98828179,1.000351961,0.994316875,0.978878838,0.979890597,0.979384717,1.050243051,1.047273842,1.048758447,,
ACETOSYRINGONE,COc1cc(C(C)=O)cc(OC)c1O,0.86464,0.86716,0.8659,0.958650428,1.028271142,0.993460785,0.983127506,0.948356871,0.965742189,1.031843716,1.195773998,1.113808857,,
BRD-K43386826,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccc3c(c2)OCO3)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)NC1CCCCC1,0.929035983,0.802782121,0.865909052,0.865613603,0.849082366,0.857347985,0.856163688,0.821243736,0.838703712,1.059034856,0.953927943,1.0064814,,
BRD-K43080998,CCC(=O)N1C[C@]2(C1)CN([C@@H](CO)c1[nH]c3cc(ccc3c12)OC)C(=O)CN1CCOCC1,0.87382061,0.858028399,0.865924505,1.025337781,0.980315758,1.00282677,1.024646696,1.006008628,1.015327662,1.022629785,0.968468792,0.995549289,,
BRD-K77221872,C[C@H]1CCCCO[C@@H](CN(C)Cc2ccncc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)C,0.884343072,0.847531443,0.865937257,1.0539654,1.049266115,1.051615757,1.008302296,1.019078405,1.01369035,1.00283894,1.036652504,1.019745722,,
BRD-K60092199,CC(C)NC(=O)N[C@@H]1CC[C@@H](CCN)O[C@@H]1CO,0.885076963,0.846834827,0.865955895,1.028112408,1.039517504,1.033814956,0.989744659,0.979537564,0.984641112,1.049121793,1.102821023,1.075971408,,1.084667014
BRD-K79581648,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)C(=O)Nc1c(noc1C)C)NC(=O)C1CC1,0.796505324,0.935433735,0.86596953,1.035967387,1.010037672,1.02300253,1.033153128,0.995184774,1.014168951,0.959052665,0.945368765,0.952210715,,
BRD-A00026949,CO[C@H]1CCCC[C@@H]1Oc1nccc2c(c(ccc12)OC)-n1ccnc1-c1c[nH]c2c(c(cc(c12)C#N)F)N,0.782188166,0.9498286,0.866008383,0.837498382,0.776404034,0.806951208,0.983619096,0.979154586,0.981386841,1.027377896,1.057652926,1.042515411,,
BRD-K22261931,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)C(=O)O)NS(=O)(=O)c1c(noc1C)C,0.871372103,0.860725778,0.86604894,1.042468808,1.014506255,1.028487531,0.989002271,0.989153007,0.989077639,0.98937587,1.015193364,1.002284617,,
BRD-K59583444,C[C@H]1CCCCO[C@@H](CN(C)C(=O)c2ccccc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)F,0.838439324,0.893669294,0.866054309,0.971434907,1.007281766,0.989358336,0.999305702,1.052339153,1.025822428,1.017198225,1.025021437,1.021109831,,
BRD-K60737855,CC(C)(C)OC(=O)C[C@H]1CC=CC[C@@H](CC(=O)N[C@H](CO)Cc2ccccc2)C(=O)N2CCC[C@@H]2COC1=O,0.838880313,0.893233285,0.866056799,1.00952058,1.069613254,1.039566917,0.991428642,0.977027102,0.984227872,0.968310651,1.010977991,0.989644321,,0.856188087
BRD-K05224015,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)Nc1ccccc1,0.866573477,0.865610231,0.866091854,1.053714348,1.05229883,1.053006589,0.98993448,0.999442922,0.994688701,1.045653115,1.038754269,1.042203692,,
BRD-K77320311,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccc(c(c1)Cl)Cl)NS(=O)(=O)c1ccc(cc1)F,0.923782687,0.808425665,0.866104176,1.035539618,0.925597813,0.980568716,1.017876028,0.992881599,1.005378813,1.0520308,1.019595601,1.035813201,,
BRD-M71340601,OC(=O)[C@@H]1C2OC3(C=C2)[C@@H]2SCCN2C(=O)C13,0.842078536,0.890141813,0.866110174,1.10826299,0.95493286,1.031597925,0.99707552,1.004221401,1.000648461,0.95893404,0.984414736,0.971674388,,
BRD-K41328253,C[C@@H]1CCCCO[C@@H](CN(C)Cc2ccc(c(c2)Cl)Cl)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccccc1,0.852594374,0.879672975,0.866133674,0.81210165,0.914981274,0.863541462,1.004880437,0.991855695,0.998368066,1.063471485,0.967588875,1.01553018,,
BRD-K33447418,O=C1NC(=O)C2(CCCC2)N1,0.844785179,0.887503936,0.866144558,1.02345493,1.016987849,1.02022139,1.002501268,1.000039271,1.001270269,0.986009914,1.019639452,1.002824683,,
BRD-K13022033,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(=O)Nc1ccccc1N)NC(=O)CCN1CCOCC1,0.874281255,0.858106336,0.866193795,0.975387364,0.964745491,0.970066428,0.978616605,0.98403598,0.981326293,0.956813912,0.993394168,0.97510404,,
BRD-K70668676,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.875032619,0.857421987,0.866227303,0.213142259,0.200186073,0.206664166,0.65246286,0.758098305,0.705280582,0.317898409,0.528333743,0.423116076,,
BRD-K61697918,O=C1NN(CNc2nccs2)C(=O)C=C1,0.913741126,0.818728512,0.866234819,0.981519253,1.040180175,1.010849714,0.98903934,0.989448138,0.989243739,0.925618991,1.07558953,1.000604261,,
BRD-K12206990,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccc3c(c2)OCO3)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc2c(c1)OCO2,0.838053685,0.894502637,0.866278161,0.772343903,0.684444681,0.728394292,1.024626249,1.020146475,1.022386362,0.873480002,0.79677976,0.835129881,,
BRD-A91153054,OC[C@H]1O[C@@H]([C@@H](O)[C@@H]1O)N1C=CC(=O)NC1=S,0.847456968,0.885206468,0.866331718,0.767438933,0.870535127,0.81898703,1.04286672,1.051514484,1.047190602,0.88782246,0.695504242,0.791663351,,
BRD-K26898487,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1ccc(cc1)F)NC(=O)c1cnccn1,0.797201419,0.935492047,0.866346733,1.011540884,1.009564915,1.010552899,0.98907306,0.992393618,0.990733339,1.01552175,1.06417486,1.039848305,,
BRD-K95777232,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1c(noc1C)C)NS(=O)(=O)c1c(noc1C)C,0.8801588,0.85257036,0.86636458,1.055576532,1.072691172,1.064133852,0.99930818,0.974536355,0.986922268,1.001758483,1.038068904,1.019913694,,
BRD-K72534714,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(=O)Nc1ccccc1N)NC(=O)C1CCCCC1,0.831788213,0.90095305,0.866370631,0.918650402,0.957066804,0.937858603,1.002809394,0.996500115,0.999654755,0.903568307,0.867295787,0.885432047,,
BRD-K41849782,CCS(=O)(=O)N1CC[C@]2(CC1)CN(Cc1ccccc1OC)[C@@H](CO)c1c2c2ccc(cc2n1C)OC,0.828161924,0.904585033,0.866373479,1.026020324,1.034954458,1.030487391,1.049851237,1.046702933,1.048277085,1.02611958,1.012908946,1.019514263,,
BRD-K00891819,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2ccc(cc2)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)F,0.8815067,0.851288934,0.866397817,0.909837739,0.940520104,0.925178921,0.990126665,0.985231046,0.987678855,0.973648214,0.978536321,0.976092268,,
BRD-K31559584,CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C[C@@H](C)[C@@H](CN(C)C(=O)Nc1ccc3c(c1)OCO3)O2)[C@H](C)CO,0.902900514,0.829946468,0.866423491,0.9588528,1.000782805,0.979817803,0.950101004,0.988344465,0.969222735,0.982977012,1.000831894,0.991904453,,
BRD-K68747442,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]1Oc2ccc(cc2CC(=O)N(C[C@H]1C)[C@@H](C)CO)NC(=O)C1CC1,0.867222605,0.865673161,0.866447883,1.003766848,0.947656246,0.975711547,1.047299502,0.996289861,1.021794682,0.986892581,0.957361886,0.972127234,,
BRD-K36740062,CCn1cc(c(n1)-c1ccc(cc1)NC(=O)N(C)C)-c1ccnc2[nH]c(cc12)-c1cccc(c1)CN(C)C,0.867297625,0.865615296,0.86645646,0.411350191,0.45173161,0.4315409,0.759773419,0.723201901,0.74148766,0.646936944,0.839736017,0.743336481,,
BRD-K97671879,C[C@@H]1CCCCO[C@@H](CN(C)CC2CC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)C,0.85978302,0.873136531,0.866459775,1.015541178,1.00397798,1.009759579,1.011005419,1.025366032,1.018185726,0.892606029,0.863228746,0.877917388,,
BRD-K99511387,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1c(noc1C)C)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.851959709,0.880983312,0.86647151,1.007944244,1.00634802,1.007146132,0.98880192,0.989644611,0.989223265,1.077409357,0.948195295,1.012802326,,
BRD-K94969455,COc1cccc(c1)NC(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCOCC2)O[C@@H]1CO,0.876784031,0.856224914,0.866504472,0.995601434,1.001567701,0.998584567,0.999754342,0.999949291,0.999851816,0.602797156,0.586847479,0.594822318,,
BRD-K21006391,COc1ccccc1C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)C)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,0.874303764,0.858709307,0.866506535,1.022733971,0.950475275,0.986604623,1.002685223,0.999436154,1.001060688,1.032013845,1.057055719,1.044534782,,
BRD-K47414893,N[C@@H](CCCNC(=S)N)C(=O)O,0.861694058,0.871444365,0.866569211,0.998347984,0.974541134,0.986444559,0.993028318,0.992126711,0.992577514,0.972106929,0.954059523,0.963083226,,
BRD-K41768564,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NS(=O)(=O)c1cn(cn1)C,0.923166915,0.809983357,0.866575136,1.024331579,1.179697444,1.102014512,1.012662314,0.973673074,0.993167694,1.025259799,1.055968408,1.040614104,,
BRD-K42302610,COc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@H](CCNC(=O)CN2CCOCC2)O[C@@H]1CO,0.878615026,0.854565616,0.866590321,1.021969756,1.011953818,1.016961787,0.99801376,1.001450961,0.999732361,1.053138726,1.058245751,1.055692239,,
BRD-K49227435,CC(C)N1CC2(CN(Cc3ccc(c(c3)Cl)Cl)C2)Oc2c(cccc2C1=O)NC(=O)c1ccncc1,0.853711553,0.879569475,0.866640514,1.036612357,1.041923882,1.03926812,0.979062996,0.950572879,0.964817938,1.008532428,1.036871476,1.022701952,,
BRD-K85231651,C[C@H]1CCCCO[C@@H](CN(C)C(=O)NC2CCCCC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccncc1,0.82482803,0.908469256,0.866648643,1.090274775,1.107926468,1.099100621,0.970210698,0.963587768,0.966899233,1.00263199,1.04031105,1.02147152,,
BRD-K39763228,OCCOc1ccc(cc1)[C@H]1N2[C@@H]([C@@H](C(=O)Nc3nc4ccccc4s3)[C@]11C(=O)Nc3ccccc31)C(=O)O[C@@H]([C@@H]2c1ccccc1)c1ccccc1,0.82964414,0.903761087,0.866702613,1.053185449,1.068586429,1.060885939,1.062616142,1.059867876,1.061242009,0.918925044,0.908318595,0.91362182,,
BRD-K68288540,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)C(=O)Nc1c(noc1C)C)NC(=O)C1CC1,0.865965561,0.867445248,0.866705404,1.045977983,1.012173454,1.029075718,0.987244474,0.967445902,0.977345188,1.004651718,1.023679229,1.014165474,,
BRD-K19632423,COc1nn(cc1C(=O)NC1=NCCS1)C,0.862772857,0.870654016,0.866713436,0.998970532,0.952994509,0.975982521,1.009898514,1.004961465,1.007429989,0.898377073,0.944648491,0.921512782,,
BRD-K08890817,Nc1ncnc2c1CCC2,0.859208925,0.874218012,0.866713468,0.918594107,1.046758742,0.982676424,1.038624903,1.047199231,1.042912067,1.080943646,1.041166392,1.061055019,,
BRD-K13605630,CCCC(=O)C1=C(O)NC(=O)NC1=O,0.815818997,0.917620651,0.866719824,1.030870591,0.995604983,1.013237787,1.015636973,1.013918226,1.014777599,1.033699439,1.005860091,1.019779765,,
BRD-K02886882,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc2c(c1)OCO2,0.889743597,0.84371861,0.866731104,0.952928308,1.036165201,0.994546754,0.983460826,1.000772773,0.9921168,0.658779298,0.912530713,0.785655006,,
BRD-K98115858,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1c(noc1C)C,0.852190736,0.881341032,0.866765884,0.97540414,0.877016384,0.926210262,0.80040634,0.861952742,0.831179541,1.011122288,1.024077733,1.017600011,,
BRD-K14848177,ONC(=O)c1ccc(s1)-c1cn(nn1)CC(=O)N1CCOCC1,0.822612331,0.91093709,0.86677471,0.983090743,1.001110328,0.992100536,1.009614378,0.997254861,1.003434619,0.9725795,1.007593063,0.990086282,,
BRD-K20876879,O[C@@H]1CN[C@H]2CC[C@H](CC(=O)NCCN3CCCCC3)O[C@@H]2COC1,0.895288589,0.838321912,0.866805251,1.086208176,1.106673391,1.096440783,0.970683654,0.981533924,0.976108789,0.994414344,1.026803059,1.010608702,,
BRD-K47460066,OC[C@@H]1O[C@@H](CC[C@H]1NC(=O)c1cccnc1)CC(=O)NCCN1CCCCC1,0.803214575,0.930420286,0.866817431,0.959451338,0.975100845,0.967276092,0.998276475,0.993531074,0.995903774,1.047448206,1.031974809,1.039711508,,
BRD-K52139780,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)c1cc(nn1C)C,0.843183139,0.890509108,0.866846124,1.041343603,1.044263049,1.042803326,1.004050075,1.014677973,1.009364024,0.870577827,0.919717665,0.895147746,,
BRD-K22357644,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)Cc1ccccc1)NC(=O)Cn1cnnn1,0.819689926,0.914026275,0.866858101,1.030759485,1.077722181,1.054240833,1.027098618,1.027797987,1.027448303,1.032527972,0.984077141,1.008302557,,
BRD-K55997086,C[C@@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2cccs2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1cn(cn1)C,0.874271889,0.8595072,0.866889544,1.030774051,1.042588187,1.036681119,0.999375031,1.006730828,1.00305293,0.982756487,1.02769409,1.005225289,,
BRD-K10714990,C1CCC(C1)NCc1ccsc1,0.899425567,0.834461829,0.866943698,0.961153361,1.003625374,0.982389367,1.024253488,1.033922549,1.029088018,0.886656877,0.941913838,0.914285358,,
BRD-K25963027,CCCC(=O)N1CC[C@]2(CC1)CN([C@@H](CO)c1c2c2ccc(cc2n1C)OC)C(=O)CN1CCOCC1,0.8228581,0.911078542,0.866968321,1.055371595,1.093767174,1.074569384,1.018528711,1.014841395,1.016685053,0.983823729,0.992835723,0.988329726,,
BRD-K46364548,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12)NC(=O)Nc1ccccc1,0.894642072,0.839313766,0.866977919,1.002959542,1.013113044,1.008036293,0.987256328,0.980545788,0.983901058,1.080932792,1.001515434,1.041224113,,
BRD-K36436398,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)c2ccccc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.852614816,0.881401487,0.867008151,0.988930648,1.041550624,1.015240636,1.022040929,1.028754202,1.025397565,1.083765217,1.036397196,1.060081207,,
BRD-K90594683,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(=O)Nc1ccccc1N)NC(=O)Nc1cccc2ccccc12,0.859674359,0.874355768,0.867015064,1.015273499,1.081538302,1.048405901,1.040567947,1.014798679,1.027683313,1.034783836,1.041863932,1.038323884,,
BRD-K76827785,C[C@@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2ccc(cc2)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,0.728370401,1.005695471,0.867032936,1.03562735,0.977291643,1.006459497,1.026744561,1.021861526,1.024303043,0.911363944,0.967378258,0.939371101,,
BRD-A19117226,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@H]4C[C@@H](O)[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.972015851,0.762055128,0.867035489,0.103194718,0.194011865,0.148603291,0.934635539,0.808916633,0.871776086,0.141087012,0.092816182,0.116951597,,
BRD-K87251881,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)C(=O)Nc1c(noc1C)C)NC(=O)C1CC1,0.842523199,0.891595636,0.867059417,1.036223167,1.094379248,1.065301207,0.94975886,0.97670148,0.96323017,1.026734044,1.047016131,1.036875088,,
BRD-K49773923,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)S(=O)(=O)c1ccc(cc1)Cl)OCCCC[C@@H](C)O2)[C@H](C)CO,0.84616311,0.888004417,0.867083764,1.11304336,0.859060906,0.986052133,0.9875206,0.912274779,0.949897689,1.081966814,1.145100572,1.113533693,,
BRD-K95617698,COC(=O)[C@H](Cc1ccccc1)N1CC2=CCCC=C[C@H]2[C@@H]1[C@@H](O)CCn1cc(nn1)CCC(=O)NO,0.927269673,0.806918566,0.867094119,1.001714042,1.029540804,1.015627423,1.002508469,1.014477578,1.008493024,1.094137814,1.100042957,1.097090386,,
BRD-K32395483,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1)NS(=O)(=O)C,0.887669516,0.846527366,0.867098441,1.03464528,1.034446881,1.034546081,1.012313869,1.016174447,1.014244158,1.018233738,1.044426056,1.031329897,,
BRD-K82534394,CC(C)NC(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)-c1ccc(cc1)C(=O)N(C)C,0.836905045,0.897295955,0.8671005,1.000748807,0.994139041,0.997443924,0.987112932,0.993979514,0.990546223,1.0367204,0.96705323,1.001886815,,
BRD-K77210563,C[C@@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2ccc(cc2)Cl)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)C1CCCCC1,0.850598303,0.883659503,0.867128903,0.965403748,0.925440404,0.945422076,0.99004377,0.967492184,0.978767977,1.015106416,1.005859065,1.010482741,,
BRD-K80185984,C[C@@H]1CN([C@@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)C(=O)Nc1cccc(c1)Oc1ccccn1,0.910214114,0.824075167,0.86714464,0.982473909,1.005295713,0.993884811,0.977989468,0.975264984,0.976627226,1.029089108,1.043290238,1.036189673,,
BRD-K15177088,COc1ccc(cc1)S(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.840446935,0.893863192,0.867155064,1.017491843,1.01406093,1.015776387,0.988974395,0.992231939,0.990603167,0.935670043,0.991850444,0.963760244,,
BRD-K36656125,CN(C)C(=O)c1cccc(c1)-c1cccc(c1)-c1nc(cc2c1[C@H](CCO)N(C2)[S@@](=O)C(C)(C)C)C(=O)N1CCCCC1,0.846593992,0.887732365,0.867163179,1.010620227,1.083360316,1.046990272,0.977917561,0.974656943,0.976287252,1.031569289,0.977066855,1.004318072,,
BRD-A73898219,CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]1[C@@H](N)C[C@@H](N)[C@H](O[C@H]2O[C@H]([C@@H](C)O)[C@@H](O)[C@H](O)[C@H]2N)[C@H]1O,0.913764255,0.820581806,0.86717303,1.004872887,1.010421408,1.007647148,1.012384941,1.015651334,1.014018138,1.041595969,1.09785043,1.0697232,,
BRD-K18379729,C[C@@H]1CCCCO[C@H](CN(C)C(=O)Nc2ccc(cc2)F)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)NC1CCCCC1,0.860875547,0.873518923,0.867197235,0.988194427,0.991900698,0.990047563,0.998037846,0.990961134,0.99449949,0.955760129,1.040284719,0.998022424,,
BRD-K16786909,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)C(=O)Nc1cccc(c1)F)C#CCN(C)C,0.847742196,0.886664585,0.867203391,1.028642049,1.038417173,1.033529611,1.01616854,1.01884499,1.017506765,1.003873851,0.992844494,0.998359173,,
BRD-K12798988,COc1ccc(cc1)NC(=O)N(C)C[C@H]1Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NC(=O)Nc1cccc2ccccc12,0.871959991,0.86259502,0.867277505,1.117679358,1.078458733,1.098069046,0.976898298,0.975864611,0.976381455,1.118415003,1.085284072,1.101849538,,
BRD-K24751349,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(=O)Nc1ccccc1N)NC(=O)Cc1cn(c2ccccc12)C,0.868195055,0.866393525,0.86729429,1.062218611,1.045042455,1.053630533,1.029111796,1.02608498,1.027598388,0.959901884,1.03310603,0.996503957,,
BRD-K24586676,CNC[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)C#CC(C)(C)O,0.818259455,0.916404505,0.86733198,1.042823109,1.020027529,1.031425319,1.022356763,1.019449998,1.02090338,1.045590729,0.996138156,1.020864443,,
BRD-K34831527,C[C@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,0.727291665,1.007407046,0.867349355,1.060016439,1.10621198,1.08311421,1.06285833,1.067658247,1.065258289,1.117988467,1.125308416,1.121648442,,
BRD-K61091286,OC[C@@H]1O[C@H](CC(=O)NCCc2ccccc2)C=C[C@H]1NC(=O)CN1CCOCC1,0.8420286,0.892694031,0.867361316,0.988288992,0.963091422,0.975690207,1.005685743,1.011218501,1.008452122,0.930411411,0.991581047,0.960996229,,
BRD-K06251362,CCC(=O)N[C@H]1C=C[C@H](CC(=O)OC)O[C@H]1CO,0.854941679,0.879790686,0.867366183,1.047639672,1.040493154,1.044066413,1.009061281,1.012004052,1.010532667,1.012213799,1.002743452,1.007478626,,
BRD-K24871091,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)F)NS(=O)(=O)C,0.862443556,0.872289907,0.867366731,0.99936919,1.004267399,1.001818294,1.025726237,1.03316837,1.029447303,0.915936,0.935079493,0.925507747,,
BRD-K23752185,COc1ccccc1NCC(=O)NN,0.872529606,0.862209396,0.867369501,1.030778257,1.016183993,1.023481125,0.978623943,0.973479112,0.976051527,1.033263747,1.040871502,1.037067625,,
BRD-K46423227,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)CC(=O)N(C[C@@H](C)[C@@H](CN(C)Cc1ccc(cc1)Oc1ccccc1)O2)[C@H](C)CO,0.947418515,0.787387444,0.867402979,0.336312389,0.347033927,0.341673158,0.961288817,0.931655098,0.946471958,0.324404065,0.281864772,0.303134419,,
BRD-K86613417,CN(c1cc(ccc1C)C(=O)N)S(=O)(=O)C,0.915906612,0.818905949,0.867406281,0.981354818,1.000040145,0.990697482,1.022098243,1.011465248,1.016781745,0.870066389,0.868395141,0.869230765,,
BRD-K25113715,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)Nc2c(noc2C)C)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.827418929,0.907424458,0.867421693,1.010637491,1.077698714,1.044168102,1.029725681,1.020205103,1.024965392,0.982877517,0.983979974,0.983428746,,
BRD-K34779799,CC(C)NC(=O)N[C@@H]1C=C[C@H](CC(=O)NCCN2CCCC2)O[C@@H]1CO,0.888908575,0.846038974,0.867473774,1.007862033,1.00554209,1.006702061,1.011989168,1.017607548,1.014798358,0.87891329,0.965370604,0.922141947,,0.968408261
BRD-K26479682,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccccc1)NC(=O)C1CC1,0.815725511,0.919242658,0.867484085,1.047793849,1.076531748,1.062162798,0.959777507,0.935096678,0.947437093,0.978301429,0.977200662,0.977751046,,
